시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
중국A,515050 CH,5G통신,"-7.8%로 당일 최약(1M -34.0), 광통신 체인 붕괴가 직격",-7.8,-16.7,-34.0,-10.7,16.1,3,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"-0.1% 보합, 기술주 급락장에서 상대적 방어",-0.1,-0.3,-14.3,-21.1,-14.3,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"-1.9%(YTD26 -21.8로 13개 중 최하위), 방산 소외 지속",-1.9,-2.5,-16.9,-21.7,-21.8,13,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"-1.5%(1M -21.5), 태양광 약세 지속",-1.5,-4.2,-21.5,-22.7,-16.4,11,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"+3.7%(1M +13.6)로 당일 최강, 백주·소비로 자금 순환",3.7,6.4,13.6,-6.2,-15.7,10,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"+2.6%(1M +14.0), 순강도 +9·12MF PER 6.3배 저평가 고배당 순환매로 신고가 다수",2.6,4.6,14.0,4.6,2.1,4,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,"-1.2%(3M -14.5), 비철 약세 지속",-1.2,-4.1,-5.5,-14.5,-9.3,7,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"-0.3% 보합, 부동산 촉매 부재",-0.3,1.5,-3.3,-15.2,-21.7,12,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"0.0% 보합, 은행 강세에도 증권은 소외",0.0,-2.0,-6.0,3.4,-8.7,6,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"+0.8%(1M +4.7), 의약 완만한 방어 흐름",0.8,-0.3,4.7,1.1,-0.5,5,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"+2.9%(1M +11.0), 소비 방어주 선호로 백주와 동반 강세",2.9,4.3,11.0,-4.5,-11.9,8,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
