시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
홍콩,2828 HK,H주(중국기업),,0.2,3.3,12.2,0.7,-1.9,2,26.2,2,32.1,1,-12.8,3,-17.8,2,-23.6,2,-2.0,2.0
홍콩,3033 HK,항셍테크,,1.1,3.6,8.2,0.1,-11.3,3,22.7,3,18.9,3,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,"반도체 -7.2% 급락(주간-18%·1M-31%), 통푸마이크로·리쉰정밀 신저 주도. 섹터 붕괴",-7.2,-18.1,-30.8,1.3,25.8,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.2,5.0
중국A,515000 CH,테크(科技),"테크 -4.2%, 반도체발 성장주 동반 급락",-4.2,-13.3,-24.5,-0.3,17.3,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,"5G통신 -1.6%, 주간-14% 약세 지속",-1.6,-14.5,-27.1,-8.5,19.2,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"신에너지차 -0.3% 강보합, 당일 낙폭 제한",-0.3,0.5,-14.2,-24.3,-13.7,10,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"방산 +0.7% 소폭강세, 낙폭과대 반등(YTD-19.8% 부진)",0.7,-0.3,-15.4,-21.3,-19.8,12,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"태양광 +2.0% 당일 최강, 낙폭과대 기술적 반등",2.0,0.2,-13.1,-21.7,-13.5,9,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"백주 -1.1% 조정, 소비 약세. 단 1M +13%로 회복세",-1.1,6.7,13.1,-7.4,-16.4,11,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"은행 -0.6% 소폭조정이나 흥업은행 신고, 방어주 선호 지속(1M+11%)",-0.6,3.2,11.2,4.5,1.0,4,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,"유색금속 -0.8%, 3M-16% 약세 국면",-0.8,0.1,-6.0,-16.1,-7.7,6,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"부동산 +0.5% 강보합, 정책기대 잔존",0.5,4.3,0.3,-17.0,-20.3,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"증권 -0.2% 보합, 거래 모멘텀 부진",-0.2,0.1,-4.3,2.5,-8.8,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,의약 -0.8% 약보합,-0.8,1.6,3.0,1.1,-1.1,5,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"소비 -1.0%, 내수 부진 반영(YTD-13%)",-1.0,4.1,9.9,-7.6,-13.0,8,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
