시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1633 JP,부동산,,0.5,-8.1,-6.2,-12.4,-6.0,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,0.3,0.5,10.4,1.5,3.0,1,32.8,1,24.8,2,-11.9,2,-14.4,1,-13.5,1,-1.2,1.0
홍콩,2828 HK,H주(중국기업),,0.5,-0.3,10.6,-0.3,-2.2,2,26.2,2,32.1,1,-12.8,3,-17.8,2,-23.6,2,-2.0,2.0
홍콩,3033 HK,항셍테크,,1.0,1.5,9.6,0.5,-10.2,3,22.7,3,18.9,3,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,1D+6.6% 당일 최강이나 1M-22.7% 낙폭 뒤 반등이라 되돌림 성격으로 추정,6.6,0.6,-22.7,5.9,41.1,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.2,5.0
중국A,515000 CH,테크(科技),"1D+4.2%, 반도체 주도 낙폭과대 반등에 동조(1M-15.3%로 여전히 마이너스)",4.2,4.5,-15.3,4.8,29.5,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,44.0,6.0
중국A,515050 CH,5G통신,"1D+1.6%, 테크 반등에 후행 동참하나 1M-16.4%로 회복 폭 제한적",1.6,4.8,-16.4,-5.0,32.0,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"1D+2.1%, 3M-23.8%의 깊은 조정에서 소재·배터리 금속 강세 힘입어 소폭 반등",2.1,3.6,-8.4,-23.8,-11.1,8,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"1D+1.8%, 3M-21.4% 조정 지속 중 기술적 반등 수준(신규 촉매 미확인)",1.8,3.8,-8.7,-21.4,-17.3,11,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"1D+1.5%, 3M-22.3%로 여전히 부진하며 테크 순환매 온기만 일부 수취",1.5,4.8,-7.8,-22.3,-11.1,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"1D-0.9%, 1M+12.1%로 앞서 오른 뒤 차익실현 — 자금이 테크·소재로 이동",-0.9,0.2,12.1,-8.6,-18.5,12,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"1D-1.2% 당일 최약, 방어주 자금 이탈로 위험선호 회복의 반대편",-1.2,-2.2,5.5,2.2,-2.7,6,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,"1D+5.2%·주간+7.6%, 시부쾅예 신고가(순이익+123%)로 금속가격 강세 실적 확인",5.2,7.6,5.5,-13.8,-1.2,5,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"1D+1.8%지만 3M-17.9%, 부동산 정책 기대 없는 반등이라 지속성 낮게 추정",1.8,2.5,3.1,-17.9,-19.5,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"1D+0.5%, 지수 +1.5% 대비 부진 — 거래대금 증가에도 증권주 소외",0.5,0.3,-1.2,1.8,-8.4,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"1D+1.0%·1M+9.3%, 의약이 조용히 상승세 유지(헬스 신고1건)",1.0,3.8,9.3,5.2,2.4,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"1D-0.7%, 백주와 함께 소비 차익실현 — 1M+7.0% 상승분 되돌림",-0.7,-0.7,7.0,-8.8,-15.0,10,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
