시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLRE US,리츠,리츠 -0.5% 약보합,-0.5,-1.9,2.0,2.4,13.4,4,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,-0.8,1.9,2.9,10.0,18.4,5,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,0.1,-1.7,10.7,-4.9,16.1,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,1.6,-1.9,-7.7,-5.3,8.1,10,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,0.8,-2.9,-5.5,2.7,18.4,5,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,-3.8,-2.7,2.7,-3.3,1.1,15,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,,-2.7,5.0,10.6,4.6,-1.5,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,,8.1,-4.2,-12.8,-16.1,36.1,2,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,,2.0,-3.2,-7.4,-7.8,16.8,7,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,,6.2,1.5,-10.4,12.3,31.1,4,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,-0.9,1.8,5.2,12.0,6.0,11,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,0.5,-0.1,4.7,-4.0,3.2,14,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,-1.3,2.0,11.2,6.5,5.7,12,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,0.2,0.1,9.0,-2.8,16.2,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,-2.8,1.8,3.6,6.6,4.4,13,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,2.0,-4.8,7.0,19.3,43.4,1,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,-0.1,-0.4,10.0,17.6,31.4,3,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,-3.1,-0.0,2.8,-9.2,-2.2,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,0.2,3.9,12.3,0.6,2.2,1,27.4,1,17.9,3,-13.7,2,-15.3,1,-14.2,1,-3.7,1.0
홍콩,2828 HK,H주(중국기업),,-1.5,4.1,13.2,-2.6,-2.9,2,22.9,2,27.1,1,-14.1,3,-18.6,2,-23.2,2,-4.1,2.0
홍콩,3033 HK,항셍테크,,0.3,4.1,8.4,-1.7,-12.2,3,22.7,3,18.9,2,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,"반도체 +3.5% 강세 — 창신메모리 D램 신규상장 수급, 단 1주 -10.9%·1M -26.5% 변동성 큼",3.5,-10.9,-26.5,14.5,35.5,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.6,5.0
중국A,515000 CH,테크(科技),"테크 +4.1% — AI 하드웨어 수급(킹소프트오피스 등), 1M -20.8% 급락 후 반등",4.1,-8.0,-20.8,5.3,22.4,2,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,"5G통신 +4.4% 강세 — AI연산 인프라 기대, 1M -24.7% 낙폭 큼",4.4,-10.4,-24.7,-7.2,21.2,3,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,신에너지차 +1.0% 소폭 반등 — 3M -24.2% 부진 지속,1.0,3.6,-12.7,-24.2,-13.4,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),방산 +1.9% 반등 — 1M -13% 조정 후,1.9,1.5,-13.0,-20.6,-20.4,12,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,태양광 +1.5% 반등 — 3M -22.9% 약세 흐름,1.5,0.6,-16.6,-22.9,-15.2,10,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),백주 +0.2% 보합 — 1주 +8.9% 반등 흐름,0.2,8.9,14.4,-7.0,-15.5,11,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,은행 -0.5% 약보합 — 1M +11.8% 고배당 순환매 후 숨고르기,-0.5,4.0,11.8,4.5,1.6,4,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,유색금속 +2.6% 강세 — 금속가격 반등,2.6,3.3,-4.7,-16.3,-7.0,6,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,부동산 +1.2% 반등 — 단 YTD -20.7% 최약권,1.2,5.8,-0.2,-16.0,-20.7,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,증권 +0.1% 보합,0.1,0.7,-3.7,2.9,-8.6,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,의약 +0.3% 보합,0.3,3.3,5.6,0.8,-0.3,5,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),소비 -0.3% 약보합 — 1주 +6.2% 반등,-0.3,6.2,11.0,-6.4,-12.1,8,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
