시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1627 JP,전력·가스,,0.4,-1.7,-0.7,-3.2,1.0,15,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,0.5,-4.4,1.2,4.0,2.4,13,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,1.8,0.7,4.8,-3.9,16.7,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,2.0,-2.8,-2.2,6.4,4.4,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,1.4,3.8,2.6,23.8,46.0,1,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,0.5,-0.7,2.9,18.4,30.6,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,1.7,-5.3,-5.7,-9.7,-4.4,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,-1.5,-1.4,5.4,-1.1,0.7,1,27.4,1,17.9,3,-13.7,2,-15.3,1,-14.2,1,-3.7,1.0
홍콩,2828 HK,H주(중국기업),,-1.1,-2.7,5.5,-3.1,-4.1,2,22.9,2,27.1,1,-14.1,3,-18.6,2,-23.2,2,-4.1,2.0
홍콩,3033 HK,항셍테크,,-2.2,0.3,2.0,-2.8,-12.2,3,22.7,3,18.9,2,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,1D +1.4%·주간 +9.3%로 반등 지속. 다만 1M -21.8%로 낙폭 회복 초기 국면,1.4,9.3,-21.8,10.1,43.0,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.6,5.0
중국A,515000 CH,테크(科技),"1D +0.2%·주간 +10.3%. 1M -14.4% 조정 후 반등, AI 테마 재유입 추정",0.2,10.3,-14.4,6.0,29.7,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,1D +1.2%·주간 +15.1%로 주간 최강. 홍콩 중지쉬촹 신고가와 같은 AI 광통신 온기,1.2,15.1,-14.8,-4.2,33.6,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,1D -1.4%·3M -23.1%로 중기 최약. 신에너지차 신고가 종목 없음,-1.4,2.2,-4.7,-23.1,-12.4,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"1D -0.1%·3M -23.0%. 방산 신고가 부재, 주간 +5.8% 반등에 그침",-0.1,5.8,-6.9,-23.0,-17.3,11,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"1D -1.2%·3M -22.9%. 태양광 신고가 부재, 공급과잉 국면 지속 추정",-1.2,5.1,-6.0,-22.9,-12.2,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),1D -0.7%·주간 -4.0%지만 1M +11.3%. 백주 반등 후 단기 숨고르기,-0.7,-4.0,11.3,-8.8,-19.0,12,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"1D +0.5%·주간 -4.2%. 은행은 3M +2.5%로 방어적, 신고가 종목은 없음",0.5,-4.2,4.5,2.5,-2.2,6,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,1D +0.7%·주간 +9.7%·1M +9.5%. 금값 4300달러 랠리로 쯔진광업·츠펑황금 신고가,0.7,9.7,9.5,-13.1,-0.5,5,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"1D 0.0%·1M +2.5%. 부동산 신고가 부재, 3M -18.9%로 중기 약세 지속",0.0,2.8,2.5,-18.9,-19.5,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"1D -1.2%·주간 -0.9%. 증권 신고가 부재, 거래대금 모멘텀 둔화 추정",-1.2,-0.9,-1.4,1.5,-9.5,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"1D -2.1%로 당일 최약. 베이원메디신 상반기 서프라이즈에도 -4.1% 차익실현, 1M +8.6% 되돌림",-2.1,0.8,8.6,3.6,0.3,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"1D -0.7%·주간 -4.3%지만 1M +7.0%. 소비 신고가 부재, 반등 후 조정 국면",-0.7,-4.3,7.0,-8.9,-15.6,10,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
