구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(12MF),PER(TTM),PBR,60일,52주,이유,시장
신고가,NEW,OWL US Equity,Blue Owl Capital Inc.,Finance,12.32,5.75,19.2,13.3,155.8,4.2,O,,,미국
신고가,NEW,MPC US Equity,Marathon Petroleum Corporation,Energy Minerals,336.42,5.03,94.5,7.5,11.6,5.0,O,O,,미국
신고가,NEW,BAM US Equity,Brookfield Asset Management Inc,Finance,55.36,4.77,90.7,27.5,32.8,12.1,O,,,미국
신고가,NEW,PSX US Equity,Phillips 66,Energy Minerals,224.36,4.1,89.5,8.5,12.8,2.8,O,O,,미국
신고가,NEW,ETN US Equity,"Eaton Corporation, PLC",Producer Manufacturing,459.29,3.22,178.4,30.7,46.7,8.8,O,O,,미국
신고가,NEW,CACI US Equity,"CACI International, Inc.",Technology Services,667.57,2.98,14.8,20.3,27.6,3.3,O,,,미국
신고가,NEW,VLO US Equity,Valero Energy Corporation,Energy Minerals,323.92,2.85,93.3,8.3,13.4,3.7,O,O,,미국
신고가,NEW,COR US Equity,"Cencora, Inc.",Distribution Services,333.87,2.73,63.7,17.3,24.8,20.9,O,,,미국
신고가,NEW,HAS US Equity,"Hasbro, Inc.",Consumer Durables,97.04,2.7,13.7,15.8,17.4,19.4,O,,,미국
신고가,NEW,TPG US Equity,TPG Inc.,Finance,50.6,2.43,19.5,15.9,76.4,6.8,O,,,미국
신고가,NEW,COP US Equity,ConocoPhillips,Energy Minerals,125.92,2.35,151.3,13.3,16.7,2.3,O,,,미국
신고가,NEW,DDS US Equity,"Dillard's, Inc.",Retail Trade,646.04,1.9,10.1,18.7,15.4,5.0,O,,,미국
신고가,NEW,USFD US Equity,US Foods Holding Corp.,Distribution Services,110.52,1.74,23.9,21.4,34.0,5.6,O,O,,미국
신고가,NEW,BLK US Equity,"BlackRock, Inc.",Finance,1148.84,1.54,186.7,19.2,28.6,3.2,O,,,미국
신고가,NEW,SWK US Equity,"Stanley Black & Decker, Inc.",Consumer Durables,104.0,1.33,15.7,17.8,25.4,1.8,O,O,,미국
신고가,NEW,CPAY US Equity,"Corpay, Inc.",Commercial Services,406.16,1.32,26.5,13.9,24.7,7.5,O,O,,미국
신고가,NEW,ZBRA US Equity,Zebra Technologies Corporation,Electronic Technology,383.06,1.32,18.1,18.5,35.1,5.3,O,O,,미국
신고가,NEW,CAH US Equity,"Cardinal Health, Inc.",Distribution Services,240.26,1.3,56.3,19.5,36.7,,O,O,,미국
신고가,NEW,ABT US Equity,Abbott Laboratories,Health Technology,109.72,1.01,189.9,18.9,35.5,3.7,O,,,미국
신고가,NEW,AMP US Equity,"Ameriprise Financial, Inc.",Finance,562.98,0.98,49.7,11.5,13.6,7.8,O,O,,미국
신고가,NEW,ET US Equity,Energy Transfer LP,Industrial Services,20.78,0.92,71.6,13.0,14.2,2.2,O,O,,미국
신고가,NEW,SN US Equity,"SharkNinja, Inc.",Consumer Durables,187.68,0.81,26.4,26.8,38.3,9.3,O,O,,미국
신고가,NEW,JPM US Equity,JP Morgan Chase & Co.,Finance,362.04,0.63,962.4,15.1,15.5,2.7,O,O,,미국
신고가,NEW,DRI US Equity,"Darden Restaurants, Inc.",Consumer Services,218.9,0.43,25.0,19.4,21.1,11.3,O,,,미국
신고가,NEW,GPC US Equity,Genuine Parts Company,Distribution Services,135.09,0.41,18.6,16.8,541.2,4.1,O,,,미국
신고가,NEW,ALSN US Equity,"Allison Transmission Holdings, Inc.",Producer Manufacturing,124.99,0.38,10.3,12.1,19.8,5.2,O,,,미국
신고가,NEW,GGG US Equity,Graco Inc.,Producer Manufacturing,83.53,0.18,13.5,25.0,26.2,5.4,O,,,미국
신고가,NEW,ARCC US Equity,Ares Capital Corporation,Finance,19.97,-0.05,14.3,10.4,14.8,1.0,O,,,미국
신고가,NEW,WSM US Equity,"Williams-Sonoma, Inc.",Retail Trade,250.59,-0.09,29.5,26.2,28.0,15.8,O,O,,미국
신고가,NEW,EHC US Equity,Encompass Health Corporation,Health Services,125.35,-0.37,12.4,19.6,20.4,4.8,O,,,미국
신고가,NEW,AMGN US Equity,Amgen Inc.,Health Technology,414.3,-0.7,224.0,17.7,25.7,19.2,O,O,,미국
신고가,NEW,CQP US Equity,"Cheniere Energy Partners, LP",Utilities,66.58,-1.03,32.2,14.9,12.0,8.7,O,,,미국
신고가,NEW,AIT US Equity,"Applied Industrial Technologies, Inc.",Distribution Services,352.35,-1.52,13.0,30.6,33.3,7.0,O,O,,미국
신고가,OLD,P US Equity,"Everpure, Inc.",Electronic Technology,109.38,11.64,36.4,43.0,166.3,25.2,O,O,"(전일) 에버퓨어(올플래시 데이터 스토리지): 서스퀘하나 투자의견 상향, AI·클라우드 플래시 수요 부각",미국
신고가,OLD,MDB US Equity,"MongoDB, Inc.",Technology Services,439.16,5.4,35.3,68.8,,12.0,O,,,미국
신고가,OLD,BSP US Equity,Bending Spoons S.p.A.,Technology Services,53.44,3.91,33.9,44.4,,31.9,O,O,"(전일) 벤딩스푼스(앱 인수·운영, 이탈리아): 에어테이블 12.8억달러 인수 발표, 8/13 2분기 실적 앞두고 강세",미국
신고가,OLD,BX US Equity,Blackstone Inc.,Finance,147.17,3.89,182.8,22.9,33.0,20.3,O,,,미국
신고가,OLD,LECO US Equity,"Lincoln Electric Holdings, Inc.",Producer Manufacturing,284.27,2.5,15.5,23.7,28.4,10.0,O,,,미국
신고가,OLD,TWLO US Equity,Twilio Inc.,Technology Services,255.95,2.36,39.3,41.4,35.6,4.4,O,O,"(전일) 트윌로(클라우드 통신API): 2분기 매출·EPS 서프라이즈, 3분기 가이던스·FCF 전망 상향",미국
신고가,OLD,ALC US Equity,Alcon Inc.,Health Technology,75.35,2.34,37.7,19.6,58.7,1.7,O,,,미국
신고가,OLD,GWRE US Equity,"Guidewire Software, Inc.",Technology Services,176.65,2.15,14.7,46.0,95.2,11.2,O,,,미국
신고가,OLD,DXCM US Equity,"DexCom, Inc.",Health Technology,89.53,2.14,33.8,31.8,35.3,12.9,O,O,,미국
신고가,OLD,JHX US Equity,James Hardie Industries plc.,Non-Energy Minerals,31.08,2.14,18.0,22.2,125.1,2.8,O,O,"(전일) 제임스하디(파이버시멘트 건축자재): FY27 1분기 EBITDA 가이던스 상회, AZEK 통합 기대",미국
신고가,OLD,TSCO US Equity,Tractor Supply Company,Retail Trade,35.29,1.94,18.4,17.8,18.4,7.0,O,,,미국
신고가,OLD,CRL US Equity,"Charles River Laboratories International, Inc.",Commercial Services,282.0,1.81,13.5,22.9,,4.7,O,O,,미국
신고가,OLD,TEAM US Equity,Atlassian Corporation,Technology Services,154.08,1.46,39.1,28.0,,,O,,"(전일) 아틀라시안(협업SW Jira·Confluence): 2분기 매출 28%↑·클라우드 31% 가속, Rovo AI 견인",미국
신고가,OLD,MDT US Equity,Medtronic plc.,Health Technology,90.68,1.42,116.1,15.2,24.3,2.3,O,,,미국
신고가,OLD,LDOS US Equity,"Leidos Holdings, Inc.",Technology Services,140.89,1.29,17.7,11.5,12.9,3.5,O,,,미국
신고가,OLD,MICC US Equity,The Magnum Ice Cream Company N.V.,Consumer Non-Durables,19.43,1.2,11.9,,58.4,9.6,O,,,미국
신고가,OLD,BDX US Equity,"Becton, Dickinson and Company",Health Technology,181.41,0.99,49.4,13.7,54.7,2.0,O,,,미국
신고가,OLD,BMRN US Equity,BioMarin Pharmaceutical Inc.,Health Technology,69.55,0.97,13.5,11.2,187.5,2.1,O,O,(전일) 바이오마린(희귀질환 바이오제약): 8/6 2분기 EPS 서프라이즈·가이던스 상향 여진,미국
신고가,OLD,TMO US Equity,Thermo Fisher Scientific Inc,Health Technology,605.0,0.89,223.7,23.1,32.5,4.2,O,,,미국
신고가,OLD,VEEV US Equity,Veeva Systems Inc.,Technology Services,236.58,0.81,38.4,25.6,42.1,5.3,O,,,미국
신고가,OLD,WAT US Equity,Waters Corporation,Health Technology,415.0,0.78,40.7,27.0,52.8,2.7,O,O,,미국
신고가,OLD,COO US Equity,"The Cooper Companies, Inc.",Health Technology,76.82,0.66,15.0,16.2,64.9,1.8,O,,,미국
신고가,OLD,UBER US Equity,"Uber Technologies, Inc.",Transportation,78.54,0.65,160.4,20.5,17.3,5.9,O,,,미국
신고가,OLD,RPM US Equity,RPM International Inc.,Process Industries,116.66,0.63,14.9,19.4,22.6,4.5,O,,,미국
신고가,OLD,A US Equity,"Agilent Technologies, Inc.",Health Technology,149.49,0.52,42.2,23.7,30.0,5.9,O,,,미국
신고가,OLD,CLX US Equity,Clorox Company (The),Consumer Non-Durables,108.25,0.51,13.1,18.6,22.5,145.4,O,,,미국
신고가,OLD,CTSH US Equity,Cognizant Technology Solutions Corporation,Technology Services,58.6,0.5,26.4,9.7,12.6,1.8,O,,,미국
신고가,OLD,FAST US Equity,Fastenal Company,Distribution Services,52.38,0.44,60.1,39.2,44.6,14.8,O,O,,미국
신고가,OLD,LH US Equity,Labcorp Holdings Inc.,Health Services,322.42,0.35,26.1,17.0,26.7,3.0,O,O,,미국
신고가,OLD,BAC US Equity,Bank of America Corporation,Finance,64.0,0.22,447.5,13.0,14.7,1.6,O,O,,미국
신고가,OLD,TGT US Equity,Target Corporation,Retail Trade,152.29,0.18,69.2,17.6,20.1,4.2,O,O,,미국
신고가,OLD,ABNB US Equity,"Airbnb, Inc.",Consumer Services,184.98,0.15,110.8,33.0,42.0,14.0,O,O,"(전일) 에어비앤비(숙박공유 플랫폼): 2분기 서프라이즈·GBV 16%↑, 3분기·연간 매출 가이던스 상향",미국
신고가,OLD,HALO US Equity,"Halozyme Therapeutics, Inc.",Health Technology,102.62,0.0,11.6,10.7,30.7,81.5,O,O,(전일) 할로자임(약물전달 플랫폼 ENHANZE 로열티): 2분기 서프라이즈·연간 가이던스 상향,미국
신고가,OLD,EGO US Equity,Eldorado Gold Corporation,Non-Energy Minerals,39.09,-0.03,10.2,8.0,14.1,1.5,O,,,미국
신고가,OLD,DB US Equity,Deutsche Bank AG,Finance,38.23,-0.1,71.6,8.8,10.1,0.9,O,,,미국
신고가,OLD,NTNX US Equity,"Nutanix, Inc.",Technology Services,64.32,-0.22,17.4,30.2,67.4,,O,,,미국
신고가,OLD,LPLA US Equity,LPL Financial Holdings Inc.,Finance,371.19,-0.25,29.2,13.7,29.6,5.1,O,,,미국
신고가,OLD,STE US Equity,STERIS plc (Ireland),Health Technology,238.23,-0.28,23.2,20.8,29.1,3.2,O,,,미국
신고가,OLD,PANW US Equity,"Palo Alto Networks, Inc.",Technology Services,383.8,-0.32,312.8,97.9,315.7,11.3,O,O,(전일) 팔로알토네트웍스(기업 보안SW): 오펜하이머·바클레이스 목표가 상향+AI에이전트 해킹 보도로 보안주 랠리,미국
신고가,OLD,GIB US Equity,CGI Inc.,Technology Services,74.86,-0.52,15.3,10.9,13.2,2.2,O,,,미국
신고가,OLD,RS US Equity,"Reliance, Inc.",Non-Energy Minerals,423.5,-1.16,21.6,17.7,24.6,2.9,O,O,,미국
신고가,OLD,REGN US Equity,"Regeneron Pharmaceuticals, Inc.",Health Technology,797.0,-1.37,82.1,13.2,19.7,2.6,O,,,미국
신고가,OLD,PFE US Equity,"Pfizer, Inc.",Health Technology,26.62,-1.59,151.7,9.6,35.2,1.8,O,,,미국
신저가,OLD,1812 JP Equity,Kajima Corporation,Industrial Services,4902.0,-3.1,15.0,,12.6,1.7,O,,"(전일) 카지마(종합건설): 특별한 뉴스 없음, 건설 섹터 동반 조정 추정",일본
신저가,OLD,9531 JP Equity,"TOKYO GAS Co., Ltd.",Utilities,5915.0,-0.85,12.4,,12.4,1.1,O,,"(전일) 도쿄가스(도시가스): 특별한 뉴스 없음, 7/30 1Q 경상이익 13.3%↓ 소화 후 전력·가스 섹터 조정 추정",일본
신저가,OLD,1802 JP Equity,Obayashi Corporation,Consumer Durables,3018.0,-0.4,13.0,,10.7,1.7,O,,"(전일) 오바야시구미(종합건설): 1분기 영업이익 98%↑에도 가이던스 유지, 차익실현 매물",일본
신고가,OLD,6098 JP Equity,"Recruit Holdings Co., Ltd.",Technology Services,16165.0,22.79,137.8,31.1,39.5,12.7,O,O,"(전일) 리크루트(구인 플랫폼 인디드·HR): FY27.3 영업이익 7870억→9450억엔 상향, 1Q 영업이익 66%↑",일본
신고가,OLD,7550 JP Equity,"Zensho Holdings Co., Ltd.",Consumer Services,11595.0,10.69,11.5,,34.3,5.1,O,O,"(전일) 젠쇼(스키야 등 외식체인): FY26.3 증수증익, 8/7 FY27.3 실적전망 상향 발표 후 상승 지속",일본
신고가,OLD,7733 JP Equity,Olympus Corp.,Health Technology,2098.5,10.1,14.5,,29.5,3.0,O,,(전일) 올림푸스(내시경 등 의료기기): 1Q 매출 16.4%↑·영업이익 74.4%↑·순이익 2.1배로 예상 상회,일본
신고가,OLD,9843 JP Equity,Nitori Holdings Co. Ltd.,Retail Trade,3100.0,9.73,11.1,,19.7,1.7,O,,"(전일) 니토리(가구·생활용품 SPA): 1Q 영업이익 365억엔으로 소폭 감익이나 시장예상 상회, 이익률 개선 호감",일본
신고가,OLD,4543 JP Equity,Terumo Corporation,Health Technology,2575.5,8.53,23.9,,23.1,2.3,O,,"(전일) 테루모(의료기기·수액세트): FY27.3 영업이익 2245억→2575억엔 상향, 1Q 순이익 68%↑",일본
신고가,OLD,7272 JP Equity,"Yamaha Motor Co., Ltd.",Consumer Durables,1922.0,4.31,11.5,19.6,24.3,1.5,O,O,(전일) 야마하모터(이륜차·마린엔진): 8/4 FY26.12 순이익 1000억→1700억엔 상향 후 상장래 최고가 경신,일본
신고가,OLD,8136 JP Equity,Sanrio Co. Ltd.,Retail Trade,1454.5,4.12,11.6,,31.9,10.8,O,,"(전일) 산리오(헬로키티 캐릭터 IP): 5기 연속 최고실적, 아시아 매출 급증에 신고가",일본
신고가,OLD,5108 JP Equity,Bridgestone Corporation,Consumer Durables,4320.0,2.88,34.2,,13.3,1.4,O,O,"(전일) 브리지스톤(타이어 제조): 상반기 순이익 79%↑ 사상 최대, 상장 이래 최고가 경신",일본
신고가,OLD,7974 JP Equity,"Nintendo Co., Ltd.",Consumer Durables,8265.0,2.76,59.8,26.7,20.2,3.3,O,,"(전일) 닌텐도(게임기·소프트, 스위치): 1Q 매출 9.5%↓에도 영업이익 150%↑ 서프라이즈로 강세 지속",일본
신고가,OLD,4452 JP Equity,Kao Corporation,Consumer Non-Durables,3738.0,2.3,21.2,,25.0,3.0,O,O,,일본
신고가,OLD,9697 JP Equity,"Capcom Co., Ltd.",Technology Services,4223.0,1.78,11.1,,26.6,6.2,O,,,일본
신고가,OLD,9104 JP Equity,"Mitsui O.S.K.Lines,Ltd.",Transportation,6279.0,1.5,14.3,9.2,9.8,0.7,O,,,일본
신고가,OLD,3402 JP Equity,"Toray Industries, Inc.",Process Industries,1373.5,1.37,12.7,18.1,21.8,1.1,O,O,"(전일) 도레이(첨단소재·탄소섬유): 1분기 순이익 92.6%↑, 상반기 이익전망 13% 상향",일본
신고가,OLD,6301 JP Equity,Komatsu Ltd.,Producer Manufacturing,7446.0,1.32,41.7,16.6,17.6,1.9,O,,,일본
신고가,OLD,4188 JP Equity,Mitsubishi Chemical Group Corporation,Process Industries,1232.5,1.11,10.5,17.1,33.7,0.9,O,O,,일본
신고가,OLD,4689 JP Equity,LY Corporation,Technology Services,488.3,0.97,20.7,,16.6,1.1,O,,(전일) LY코퍼레이션(야후재팬·라인): 1분기 사상 최대 실적 + 1500억엔 자사주매입,일본
신고가,OLD,9101 JP Equity,Nippon Yusen Kabushiki Kaisha,Transportation,6157.0,0.69,15.4,10.0,11.1,0.8,O,,,일본
신고가,OLD,7832 JP Equity,Bandai Namco Holdings Inc.,Consumer Durables,5429.0,0.57,21.9,,22.8,3.9,O,,"(전일) 반다이남코(게임·완구 IP): 1분기 사상 최대 실적, 2분기 누계 가이던스도 상향",일본
신고가,OLD,7267 JP Equity,"Honda Motor Co., Ltd.",Consumer Durables,1692.0,0.53,41.4,15.7,,0.5,O,,"(전일) 혼다(자동차): 1분기 순이익 2.3배, 연간 전망 53.8% 상향에 목표주가 동반 상향",일본
신고가,OLD,6501 JP Equity,"Hitachi, Ltd.",Producer Manufacturing,5620.0,0.0,159.6,,31.8,3.8,O,,,일본
신고가,OLD,4578 JP Equity,"Otsuka Holdings Co., Ltd.",Health Technology,12560.0,-1.14,41.6,,16.4,2.0,O,O,"(전일) 오츠카홀딩스(제약·헬스케어): 연간 실적·배당 상향, 신장병 신약 임상 호조",일본
신고가,OLD,3759 HK Equity,"Pharmaron Beijing Co., Ltd. Class H",Health Technology,29.22,6.41,11.3,19.9,27.9,2.9,O,O,(전일) 캉룽화청(신약 위탁연구 CRO): CXO 섹터 랠리 지속·실적 호조로 목표주가 상향 잇따름(개별 신규 촉매는 미확인),홍콩
신고가,OLD,6160 HK Equity,BeOne Medicines Ltd.,Health Technology,218.8,2.63,40.8,46.2,64.1,7.9,O,,(전일) 베이진(신약개발 바이오텍): 실적 호조·애널리스트 상향 속 CXO 섹터 동반 강세,홍콩
신고가,OLD,1698 HK Equity,Tencent Music Entertainment Group Class A,Technology Services,38.56,2.55,13.7,10.5,12.1,1.3,O,,"(전일) 텐센트뮤직(중국 1위 음원 스트리밍): 화처잉스와 전략 제휴 소식, 밸류 매력에 반등",홍콩
신고가,OLD,19 HK Equity,Swire Pacific Limited Class A,Consumer Non-Durables,104.5,0.87,15.9,,16.0,0.5,O,O,,홍콩
신고가,OLD,2359 HK Equity,"WuXi AppTec Co., Ltd. Class H",Health Technology,199.1,0.56,70.5,23.4,24.1,,O,O,"(전일) 우시앱텍(신약 위탁연구 CRO): 상반기 순이익 29% 증가 서프라이즈, CXO 급등 주도",홍콩
신고가,OLD,87 HK Equity,Swire Pacific Limited Class B,Consumer Non-Durables,15.63,0.19,15.9,,2.4,0.1,O,O,(전일) 스와이어퍼시픽B(항공·부동산 복합기업): 상반기 순이익 43% 증가 서프라이즈,홍콩
신고가,OLD,1308 HK Equity,"SITC International Holdings Co., Ltd.",Transportation,40.28,0.1,13.9,11.9,11.4,5.6,O,O,"(전일) SITC인터내셔널(아시아 역내 컨테이너 해운): 특별한 뉴스 없음, 해운 수급 흐름 추정",홍콩
신고가,OLD,3690 HK Equity,Meituan Class B,Technology Services,93.05,-0.91,73.9,76.2,,3.4,O,,"(전일) 메이퇀(중국 최대 배달·로컬서비스 플랫폼): 특별한 뉴스 없음, 보합권에서 52주 고가권 유지",홍콩
신고가,OLD,992 HK Equity,Lenovo Group Limited,Electronic Technology,28.54,-1.59,45.8,20.0,26.4,5.9,O,O,(전일) 레노버(PC·서버 제조): AI서버 수주 210억달러·실적 호조로 신고가 경신,홍콩
신고가,OLD,2099 HK Equity,China Gold International Resources Corp. Ltd.,Non-Energy Minerals,200.2,-5.57,10.7,,16.5,4.3,O,,(전일) 중국황금국제자원(금·구리 광산): 금값 랠리 이후 차익실현 매물 출회,홍콩
신고가,OLD,6693 HK Equity,Chifeng Jilong Gold Mining Group Limited Class H,Non-Energy Minerals,36.92,-6.01,11.9,,17.6,4.3,O,,"(전일) 츠펑지룽금광H(금광 채굴): 금값 랠리 이후 차익실현 매물, 고가권 등락",홍콩
신고가,OLD,300759 CH Equity,"Pharmaron Beijing Co., Ltd. Class A",Health Technology,47.59,1.19,11.4,37.3,50.0,5.3,O,O,(전일) 캉룽화청A(신약 위탁개발 CXO): 상반기 중국 기술수출 2배 급증·수주잔고 25%↑,중국A
신고가,OLD,688235 CH Equity,BeOne Medicines Ltd. Class A,Health Technology,300.3,0.17,40.9,45.4,101.5,12.6,O,,"(전일) 베이진A(바이오 신약): 8월 5일 발표 상반기 실적 서프라이즈, 주력 신약 매출 29%↑",중국A
신고가,OLD,601919 CH Equity,"COSCO SHIPPING Holdings Co., Ltd. Class A",Transportation,15.48,-1.02,34.6,10.3,9.5,1.0,O,,"(전일) 코스코시핑홀딩스(중국 최대 컨테이너 해운): SCFI 8월초 3200선 회복·미서안 운임 급등, 당일은 소폭 조정",중국A
신고가,OLD,688002 CH Equity,"Raytron Technology Co., Ltd. Class A",Electronic Technology,166.75,-1.33,11.8,,54.7,10.4,O,O,"(전일) 루이터커지(적외선 열영상 센서): 특별한 뉴스 없음, 실적장세 이후 수급 흐름 추정",중국A
신고가,OLD,000975 CH Equity,"Shanjin International Gold Co., Ltd. Class A",Non-Energy Minerals,25.96,-4.35,11.2,,19.6,4.4,O,,"(전일) 산진국제황금(금광 개발): 금값 온스당 4300~4400달러대 고공권에 금광주 랠리 동참, 숨고르기",중국A
신고가,OLD,600489 CH Equity,"Zhongjin Gold Corp., Ltd. Class A",Non-Energy Minerals,24.95,-6.27,19.2,,19.3,3.7,O,,"(전일) 중진황금(국영 금 채굴): 금값 고점권 강세로 7월 이후 10%대 반등, 금광주 랠리 동참",중국A
신고가,OLD,600988 CH Equity,Chifeng Jilong Gold Mining Group Limited Class A,Non-Energy Minerals,40.3,-7.84,11.9,,21.2,5.3,O,,"(전일) 츠펑지룽금광A(금광 개발): 8/5~6 8%대 급등 등 금광주 랠리 주도, 당일은 차익실현",중국A
