구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(12MF),PER(TTM),PBR,60일,52주,이유,시장
신고가,NEW,DXCM US Equity,"DexCom, Inc.",Health Technology,87.65,3.42,33.1,31.1,34.6,12.6,O,O,,미국
신고가,NEW,BX US Equity,Blackstone Inc.,Finance,141.66,3.3,176.2,22.0,31.8,19.5,O,,,미국
신고가,NEW,EGO US Equity,Eldorado Gold Corporation,Non-Energy Minerals,39.1,3.11,10.2,8.0,14.1,1.5,O,,,미국
신고가,NEW,NTNX US Equity,"Nutanix, Inc.",Technology Services,64.46,2.86,17.4,30.2,67.5,,O,,,미국
신고가,NEW,COO US Equity,"The Cooper Companies, Inc.",Health Technology,76.32,2.82,14.9,16.1,64.5,1.8,O,,,미국
신고가,NEW,LPLA US Equity,LPL Financial Holdings Inc.,Finance,372.11,2.61,29.3,13.7,29.7,5.1,O,,,미국
신고가,NEW,LMT US Equity,Lockheed Martin Corporation,Electronic Technology,603.16,2.59,139.2,19.1,22.2,15.8,O,,,미국
신고가,NEW,MDT US Equity,Medtronic plc.,Health Technology,89.41,2.58,114.4,15.0,24.0,2.3,O,,,미국
신고가,NEW,CLX US Equity,Clorox Company (The),Consumer Non-Durables,107.7,2.43,13.0,18.5,22.4,144.7,O,,,미국
신고가,NEW,SHOP US Equity,Shopify Inc.,Commercial Services,155.18,2.38,199.7,73.6,106.9,15.8,O,,,미국
신고가,NEW,BRK/A US Equity,Berkshire Hathaway Inc.,Finance,793815.21,1.76,1029.4,24.5,13.3,1.5,O,O,,미국
신고가,NEW,GEHC US Equity,GE HealthCare Technologies Inc.,Health Technology,72.94,1.63,32.9,14.0,16.8,3.0,O,,,미국
신고가,NEW,BDX US Equity,"Becton, Dickinson and Company",Health Technology,179.63,1.57,48.9,13.5,54.2,2.0,O,,,미국
신고가,NEW,TGT US Equity,Target Corporation,Retail Trade,152.02,1.55,69.0,17.6,20.1,4.2,O,O,,미국
신고가,NEW,TPR US Equity,"Tapestry, Inc.",Retail Trade,164.78,1.49,33.3,21.5,52.9,48.8,O,O,,미국
신고가,NEW,BRK/B US Equity,Berkshire Hathaway Inc. New,Finance,529.42,1.46,1026.3,24.5,13.3,1.5,O,O,,미국
신고가,NEW,GWRE US Equity,"Guidewire Software, Inc.",Technology Services,172.94,1.41,14.4,45.1,93.2,10.9,O,,,미국
신고가,NEW,BAC US Equity,Bank of America Corporation,Finance,63.86,1.09,446.6,12.9,14.7,1.6,O,O,,미국
신고가,NEW,RS US Equity,"Reliance, Inc.",Non-Energy Minerals,428.49,1.09,21.9,17.9,24.9,3.0,O,O,,미국
신고가,NEW,GIB US Equity,CGI Inc.,Technology Services,75.25,0.68,15.4,11.0,13.3,2.2,O,,,미국
신고가,NEW,DB US Equity,Deutsche Bank AG,Finance,38.27,0.55,71.7,8.8,10.1,0.9,O,,,미국
신고가,NEW,SCCO US Equity,Southern Copper Corporation,Non-Energy Minerals,200.11,0.53,167.0,27.9,29.6,13.2,O,,,미국
신고가,NEW,RTX US Equity,RTX Corporation,Electronic Technology,224.12,0.49,302.1,30.4,39.5,4.6,O,O,,미국
신고가,NEW,SCHW US Equity,Charles Schwab Corporation (The),Finance,107.99,0.36,187.8,14.9,19.6,4.2,O,O,,미국
신고가,NEW,ATI US Equity,ATI Inc.,Non-Energy Minerals,228.19,0.15,31.1,42.7,66.7,16.6,O,O,,미국
신고가,NEW,TDY US Equity,Teledyne Technologies Incorporated,Electronic Technology,690.25,-0.15,32.0,27.2,33.3,2.9,O,O,,미국
신고가,NEW,TECH US Equity,Bio-Techne Corp,Health Technology,72.12,-0.24,11.3,36.0,103.6,5.4,O,O,,미국
신고가,NEW,LECO US Equity,"Lincoln Electric Holdings, Inc.",Producer Manufacturing,277.33,-1.64,15.1,23.2,27.7,9.7,O,,,미국
신고가,OLD,BSP US Equity,Bending Spoons S.p.A.,Technology Services,51.43,15.7,32.7,42.7,,30.7,O,O,"벤딩스푼스(앱 인수·운영, 이탈리아): 에어테이블 12.8억달러 인수 발표, 8/13 2분기 실적 앞두고 강세",미국
신고가,OLD,RBRK US Equity,"Rubrik, Inc.",Technology Services,97.91,8.7,20.2,329.9,,,O,O,"루브릭(데이터 백업·사이버복원 SaaS): 보안주 랠리 동반, CSA AI보안 뱅가드 멤버 선정",미국
신고가,OLD,BMRN US Equity,BioMarin Pharmaceutical Inc.,Health Technology,68.88,7.95,13.3,11.1,185.7,2.1,O,O,바이오마린(희귀질환 바이오제약): 8/6 2분기 EPS 서프라이즈·가이던스 상향 여진,미국
신고가,OLD,ABNB US Equity,"Airbnb, Inc.",Consumer Services,184.7,3.72,110.3,32.9,42.0,14.0,O,O,"(전일) 에어비앤비(숙박공유 플랫폼): 2분기 서프라이즈·GBV 16%↑, 3분기·연간 매출 가이던스 상향",미국
신고가,OLD,TWLO US Equity,Twilio Inc.,Technology Services,250.06,3.64,38.0,40.4,34.8,4.3,O,O,"(전일) 트윌로(클라우드 통신API): 2분기 매출·EPS 서프라이즈, 3분기 가이던스·FCF 전망 상향",미국
신고가,OLD,REGN US Equity,"Regeneron Pharmaceuticals, Inc.",Health Technology,808.05,3.02,83.2,13.4,20.0,2.6,O,,,미국
신고가,OLD,ADSK US Equity,"Autodesk, Inc.",Technology Services,256.07,2.81,54.0,19.9,37.4,16.9,O,,,미국
신고가,OLD,FERG US Equity,Ferguson Enterprises Inc.,Distribution Services,263.78,2.76,51.2,22.0,28.9,8.7,O,,,미국
신고가,OLD,WDAY US Equity,"Workday, Inc.",Technology Services,184.19,2.53,45.5,16.6,57.5,6.9,O,,,미국
신고가,OLD,ALC US Equity,Alcon Inc.,Health Technology,73.63,2.53,36.8,19.2,44.3,1.6,O,,,미국
신고가,OLD,CRBG US Equity,Corebridge Financial Inc.,Finance,34.49,2.4,15.4,6.8,19.6,2.2,O,,,미국
신고가,OLD,PTC US Equity,PTC Inc.,Technology Services,151.02,2.24,16.4,18.0,14.6,4.8,O,,,미국
신고가,OLD,EQH US Equity,"Equitable Holdings, Inc.",Finance,52.67,2.23,14.4,6.5,,,O,,,미국
신고가,OLD,A US Equity,"Agilent Technologies, Inc.",Health Technology,148.72,1.88,42.0,23.6,29.9,5.9,O,,,미국
신고가,OLD,TEAM US Equity,Atlassian Corporation,Technology Services,151.87,1.88,38.5,27.4,,,O,,"(전일) 아틀라시안(협업SW Jira·Confluence): 2분기 매출 28%↑·클라우드 31% 가속, Rovo AI 견인",미국
신고가,OLD,PLTR US Equity,Palantir Technologies Inc.,Technology Services,175.23,1.87,421.1,91.9,149.8,43.1,O,,,미국
신고가,OLD,VEEV US Equity,Veeva Systems Inc.,Technology Services,234.69,1.83,38.1,25.4,41.8,5.2,O,,,미국
신고가,OLD,SNOW US Equity,Snowflake Inc.,Technology Services,334.7,1.27,116.0,157.3,,59.8,O,O,,미국
신고가,OLD,MSFT US Equity,Microsoft Corporation,Technology Services,506.06,1.21,3757.8,25.8,28.2,8.5,O,,,미국
신고가,OLD,WAT US Equity,Waters Corporation,Health Technology,411.77,1.21,40.4,26.8,52.4,2.6,O,,,미국
신고가,OLD,CTSH US Equity,Cognizant Technology Solutions Corporation,Technology Services,58.31,1.11,26.3,9.6,12.5,1.8,O,,,미국
신고가,OLD,LDOS US Equity,"Leidos Holdings, Inc.",Technology Services,139.1,1.11,17.5,11.4,12.7,3.5,O,,,미국
신고가,OLD,NOC US Equity,Northrop Grumman Corporation,Electronic Technology,577.89,1.1,82.1,19.8,18.3,4.6,O,,,미국
신고가,OLD,PFE US Equity,"Pfizer, Inc.",Health Technology,27.05,1.08,154.2,9.7,35.8,1.8,O,,,미국
신고가,OLD,TMO US Equity,Thermo Fisher Scientific Inc,Health Technology,599.69,0.96,221.7,22.9,32.3,4.2,O,,,미국
신고가,OLD,RVMD US Equity,"Revolution Medicines, Inc.",Health Technology,206.97,0.89,44.4,,,17.0,O,O,,미국
신고가,OLD,GRMN US Equity,Garmin Ltd.,Electronic Technology,313.16,0.73,60.4,30.6,32.3,6.7,O,O,,미국
신고가,OLD,LH US Equity,Labcorp Holdings Inc.,Health Services,321.31,0.67,26.1,17.0,26.6,3.0,O,O,,미국
신고가,OLD,JHX US Equity,James Hardie Industries plc.,Non-Energy Minerals,30.43,0.66,17.7,21.7,122.5,2.7,O,O,"(전일) 제임스하디(파이버시멘트 건축자재): FY27 1분기 EBITDA 가이던스 상회, AZEK 통합 기대",미국
신고가,OLD,STE US Equity,STERIS plc (Ireland),Health Technology,238.91,0.61,23.3,20.9,29.2,3.2,O,,,미국
신고가,OLD,FAST US Equity,Fastenal Company,Distribution Services,52.15,0.6,59.8,39.0,44.4,14.7,O,O,,미국
신고가,OLD,GEN US Equity,Gen Digital Inc.,Technology Services,29.29,0.41,17.5,9.7,17.0,6.6,O,,,미국
신고가,OLD,TSCO US Equity,Tractor Supply Company,Retail Trade,34.62,0.17,18.0,17.4,18.1,6.9,O,,,미국
신고가,OLD,MICC US Equity,The Magnum Ice Cream Company N.V.,Consumer Non-Durables,19.2,-0.36,11.8,,57.7,9.5,O,,,미국
신고가,OLD,HALO US Equity,"Halozyme Therapeutics, Inc.",Health Technology,102.62,-0.48,11.6,10.7,30.7,81.5,O,O,(전일) 할로자임(약물전달 플랫폼 ENHANZE 로열티): 2분기 서프라이즈·연간 가이던스 상향,미국
신고가,OLD,WTW US Equity,Willis Towers Watson Public Limited Company,Finance,343.01,-0.52,31.9,16.4,21.2,4.1,O,,,미국
신고가,OLD,HPQ US Equity,HP Inc.,Technology Services,29.8,-0.83,27.3,10.9,11.0,,O,O,,미국
신고가,OLD,DOCU US Equity,"DocuSign, Inc.",Technology Services,59.64,-1.03,11.4,12.8,38.7,6.3,O,,,미국
신고가,OLD,NTRA US Equity,"Natera, Inc.",Health Technology,318.35,-1.16,45.6,,,25.1,O,O,"(전일) 나테라(암·유전자 진단검사): 2분기 매출 컨센 대폭 상회, 연간 가이던스 상향·검사량 기록",미국
신고가,OLD,RPM US Equity,RPM International Inc.,Process Industries,115.93,-1.22,14.8,19.3,22.5,4.5,O,,,미국
신저가,NEW,9531 JP Equity,"TOKYO GAS Co., Ltd.",Utilities,5915.0,-0.85,12.5,,12.4,1.1,O,,"도쿄가스(도시가스): 특별한 뉴스 없음, 7/30 1Q 경상이익 13.3%↓ 소화 후 전력·가스 섹터 조정 추정",일본
신저가,OLD,1812 JP Equity,Kajima Corporation,Industrial Services,4902.0,-3.1,15.4,,12.6,1.7,O,,"(전일) 카지마(종합건설): 특별한 뉴스 없음, 건설 섹터 동반 조정 추정",일본
신저가,OLD,1802 JP Equity,Obayashi Corporation,Consumer Durables,3018.0,-0.4,13.1,,10.7,1.7,O,,"(전일) 오바야시구미(종합건설): 1분기 영업이익 98%↑에도 가이던스 유지, 차익실현 매물",일본
신고가,NEW,6098 JP Equity,"Recruit Holdings Co., Ltd.",Technology Services,16165.0,22.79,112.3,31.1,39.5,12.7,O,O,"리크루트(구인 플랫폼 인디드·HR): FY27.3 영업이익 7870억→9450억엔 상향, 1Q 영업이익 66%↑",일본
신고가,NEW,7550 JP Equity,"Zensho Holdings Co., Ltd.",Consumer Services,11595.0,10.69,10.4,,34.3,5.1,O,O,"젠쇼(스키야 등 외식체인): FY26.3 증수증익, 8/7 FY27.3 실적전망 상향 발표 후 상승 지속",일본
신고가,NEW,4543 JP Equity,Terumo Corporation,Health Technology,2575.5,8.53,22.0,,23.1,2.3,O,,"테루모(의료기기·수액세트): FY27.3 영업이익 2245억→2575억엔 상향, 1Q 순이익 68%↑",일본
신고가,NEW,7272 JP Equity,"Yamaha Motor Co., Ltd.",Consumer Durables,1922.0,4.31,11.0,19.6,24.3,1.5,O,O,야마하모터(이륜차·마린엔진): 8/4 FY26.12 순이익 1000억→1700억엔 상향 후 상장래 최고가 경신,일본
신고가,NEW,7974 JP Equity,"Nintendo Co., Ltd.",Consumer Durables,8265.0,2.76,58.2,26.7,20.2,3.3,O,,"닌텐도(게임기·소프트, 스위치): 1Q 매출 9.5%↓에도 영업이익 150%↑ 서프라이즈로 강세 지속",일본
신고가,NEW,9697 JP Equity,"Capcom Co., Ltd.",Technology Services,4223.0,1.78,10.9,,26.6,6.2,O,,,일본
신고가,NEW,6301 JP Equity,Komatsu Ltd.,Producer Manufacturing,7446.0,1.32,41.2,16.6,17.6,1.9,O,,,일본
신고가,NEW,4188 JP Equity,Mitsubishi Chemical Group Corporation,Process Industries,1232.5,1.11,10.4,17.1,33.7,0.9,O,O,,일본
신고가,NEW,9101 JP Equity,Nippon Yusen Kabushiki Kaisha,Transportation,6157.0,0.69,15.3,10.0,11.1,0.8,O,,,일본
신고가,OLD,7733 JP Equity,Olympus Corp.,Health Technology,2098.5,10.1,13.2,,29.5,3.0,O,,올림푸스(내시경 등 의료기기): 1Q 매출 16.4%↑·영업이익 74.4%↑·순이익 2.1배로 예상 상회,일본
신고가,OLD,9843 JP Equity,Nitori Holdings Co. Ltd.,Retail Trade,3100.0,9.73,10.1,,19.7,1.7,O,,"니토리(가구·생활용품 SPA): 1Q 영업이익 365억엔으로 소폭 감익이나 시장예상 상회, 이익률 개선 호감",일본
신고가,OLD,8136 JP Equity,Sanrio Co. Ltd.,Retail Trade,1454.5,4.12,11.1,,32.6,11.3,O,,"(전일) 산리오(헬로키티 캐릭터 IP): 5기 연속 최고실적, 아시아 매출 급증에 신고가",일본
신고가,OLD,5108 JP Equity,Bridgestone Corporation,Consumer Durables,4320.0,2.88,33.3,,13.3,1.4,O,O,"(전일) 브리지스톤(타이어 제조): 상반기 순이익 79%↑ 사상 최대, 상장 이래 최고가 경신",일본
신고가,OLD,4452 JP Equity,Kao Corporation,Consumer Non-Durables,3738.0,2.3,20.8,,25.0,3.0,O,O,,일본
신고가,OLD,9104 JP Equity,"Mitsui O.S.K.Lines,Ltd.",Transportation,6279.0,1.5,14.1,9.2,9.8,0.7,O,,,일본
신고가,OLD,3402 JP Equity,"Toray Industries, Inc.",Process Industries,1373.5,1.37,12.5,18.1,21.8,1.1,O,O,"(전일) 도레이(첨단소재·탄소섬유): 1분기 순이익 92.6%↑, 상반기 이익전망 13% 상향",일본
신고가,OLD,4689 JP Equity,LY Corporation,Technology Services,488.3,0.97,20.5,,16.6,1.1,O,,(전일) LY코퍼레이션(야후재팬·라인): 1분기 사상 최대 실적 + 1500억엔 자사주매입,일본
신고가,OLD,7832 JP Equity,Bandai Namco Holdings Inc.,Consumer Durables,5429.0,0.57,21.8,,22.8,3.9,O,,"(전일) 반다이남코(게임·완구 IP): 1분기 사상 최대 실적, 2분기 누계 가이던스도 상향",일본
신고가,OLD,7267 JP Equity,"Honda Motor Co., Ltd.",Consumer Durables,1692.0,0.53,41.2,15.7,,0.5,O,,"(전일) 혼다(자동차): 1분기 순이익 2.3배, 연간 전망 53.8% 상향에 목표주가 동반 상향",일본
신고가,OLD,6501 JP Equity,"Hitachi, Ltd.",Producer Manufacturing,5620.0,0.0,159.7,,31.8,3.8,O,,,일본
신고가,OLD,4578 JP Equity,"Otsuka Holdings Co., Ltd.",Health Technology,12560.0,-1.14,42.1,,16.4,2.0,O,O,"(전일) 오츠카홀딩스(제약·헬스케어): 연간 실적·배당 상향, 신장병 신약 임상 호조",일본
신고가,NEW,1698 HK Equity,Tencent Music Entertainment Group Class A,Technology Services,38.26,1.76,13.7,10.7,12.0,1.3,O,,"텐센트뮤직(중국 1위 음원 스트리밍): 화처잉스와 전략 제휴 소식, 밸류 매력에 반등",홍콩
신고가,NEW,1308 HK Equity,"SITC International Holdings Co., Ltd.",Transportation,40.48,0.6,13.6,11.4,11.4,5.7,O,O,"SITC인터내셔널(아시아 역내 컨테이너 해운): 특별한 뉴스 없음, 해운 수급 흐름 추정",홍콩
신고가,NEW,3690 HK Equity,Meituan Class B,Technology Services,93.8,-0.11,72.6,76.8,,3.4,O,,"메이퇀(중국 최대 배달·로컬서비스 플랫폼): 특별한 뉴스 없음, 보합권에서 52주 고가권 유지",홍콩
신고가,NEW,6693 HK Equity,Chifeng Jilong Gold Mining Group Limited Class H,Non-Energy Minerals,38.54,-1.88,11.4,,18.4,4.5,O,,"츠펑지룽금광H(금광 채굴): 금값 랠리 이후 차익실현 매물, 고가권 등락",홍콩
신고가,NEW,2099 HK Equity,China Gold International Resources Corp. Ltd.,Non-Energy Minerals,207.0,-2.36,10.8,,17.1,4.4,O,,중국황금국제자원(금·구리 광산): 금값 랠리 이후 차익실현 매물 출회,홍콩
신고가,OLD,3759 HK Equity,"Pharmaron Beijing Co., Ltd. Class H",Health Technology,30.0,9.25,11.0,20.4,28.7,3.0,O,O,캉룽화청(신약 위탁연구 CRO): CXO 섹터 랠리 지속·실적 호조로 목표주가 상향 잇따름(개별 신규 촉매는 미확인),홍콩
신고가,OLD,6160 HK Equity,BeOne Medicines Ltd.,Health Technology,222.6,4.41,40.3,47.0,65.2,8.1,O,,(전일) 베이진(신약개발 바이오텍): 실적 호조·애널리스트 상향 속 CXO 섹터 동반 강세,홍콩
신고가,OLD,2359 HK Equity,"WuXi AppTec Co., Ltd. Class H",Health Technology,202.2,2.12,67.7,23.8,24.4,,O,O,"(전일) 우시앱텍(신약 위탁연구 CRO): 상반기 순이익 29% 증가 서프라이즈, CXO 급등 주도",홍콩
신고가,OLD,19 HK Equity,Swire Pacific Limited Class A,Consumer Non-Durables,104.1,0.48,15.4,,16.0,0.5,O,O,,홍콩
신고가,OLD,87 HK Equity,Swire Pacific Limited Class B,Consumer Non-Durables,15.64,0.26,15.4,,2.4,0.1,O,O,(전일) 스와이어퍼시픽B(항공·부동산 복합기업): 상반기 순이익 43% 증가 서프라이즈,홍콩
신고가,OLD,992 HK Equity,Lenovo Group Limited,Electronic Technology,28.64,-1.24,44.4,20.0,26.4,5.9,O,O,(전일) 레노버(PC·서버 제조): AI서버 수주 210억달러·실적 호조로 신고가 경신,홍콩
신고가,NEW,601919 CH Equity,"COSCO SHIPPING Holdings Co., Ltd. Class A",Transportation,15.6,-0.26,34.1,10.4,9.6,1.0,O,,"코스코시핑홀딩스(중국 최대 컨테이너 해운): SCFI 8월초 3200선 회복·미서안 운임 급등, 당일은 소폭 조정",중국A
신고가,NEW,000975 CH Equity,"Shanjin International Gold Co., Ltd. Class A",Non-Energy Minerals,26.95,-0.7,10.8,,20.4,4.6,O,,"산진국제황금(금광 개발): 금값 온스당 4300~4400달러대 고공권에 금광주 랠리 동참, 숨고르기",중국A
신고가,NEW,600489 CH Equity,"Zhongjin Gold Corp., Ltd. Class A",Non-Energy Minerals,26.22,-1.5,18.8,,20.3,3.9,O,,"중진황금(국영 금 채굴): 금값 고점권 강세로 7월 이후 10%대 반등, 금광주 랠리 동참",중국A
신고가,NEW,600988 CH Equity,Chifeng Jilong Gold Mining Group Limited Class A,Non-Energy Minerals,42.6,-2.58,11.4,,22.4,5.6,O,,"츠펑지룽금광A(금광 개발): 8/5~6 8%대 급등 등 금광주 랠리 주도, 당일은 차익실현",중국A
신고가,OLD,300759 CH Equity,"Pharmaron Beijing Co., Ltd. Class A",Health Technology,49.65,5.57,11.0,38.9,52.1,5.5,O,O,(전일) 캉룽화청A(신약 위탁개발 CXO): 상반기 중국 기술수출 2배 급증·수주잔고 25%↑,중국A
신고가,OLD,688235 CH Equity,BeOne Medicines Ltd. Class A,Health Technology,312.5,4.24,40.3,47.2,105.7,13.1,O,,"(전일) 베이진A(바이오 신약): 8월 5일 발표 상반기 실적 서프라이즈, 주력 신약 매출 29%↑",중국A
신고가,OLD,688002 CH Equity,"Raytron Technology Co., Ltd. Class A",Electronic Technology,170.6,0.95,11.9,,56.0,10.6,O,O,"(전일) 루이터커지(적외선 열영상 센서): 특별한 뉴스 없음, 실적장세 이후 수급 흐름 추정",중국A
