시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1632 JP,금융(은행외),,2.0,8.4,15.3,22.0,34.5,3.0,21.4,10.0,49.0,2.0,27.2,10.0,13.7,6.0,22.6,6.0,-3.6,10.0
일본,1633 JP,부동산,,2.8,1.7,6.1,-7.6,0.5,16.0,41.6,4.0,13.9,12.0,23.6,11.0,4.4,11.0,6.8,10.0,-13.3,14.0
홍콩,2800 HK,항셍지수,,,,,,,,,,,,,,,,,,,
홍콩,2828 HK,H주(중국기업),,,,,,,,,,,,,,,,,,,
홍콩,3033 HK,항셍테크,,,,,,,,,,,,,,,,,,,
중국A,512480 CH,반도체,"반도체 — 당일 ETF 시세 수집 실패(공란). 전자기술 순강도 -2 약세, 모어셴청 GPU 신저 등 반도체 약세 흐름 추정",,,,,,,,,,,,,,,,,,
중국A,515000 CH,테크(科技),테크(과기) — 당일 ETF 시세 수집 실패(공란). Tech Services 순강도 -1 약세 추정,,,,,,,,,,,,,,,,,,
중국A,515050 CH,5G통신,5G통신 — 당일 ETF 시세 수집 실패(공란). Communications 순강도 0 중립 추정,,,,,,,,,,,,,,,,,,
중국A,515030 CH,신에너지차,"신에너지차 — 당일 ETF 시세 수집 실패(공란). Consumer Durables 신고·신저 없음, 중립 추정",,,,,,,,,,,,,,,,,,
중국A,512660 CH,방산(军工),"방산 — 당일 ETF 시세 수집 실패(공란). 관련 신고·신저 부재, 중립 추정",,,,,,,,,,,,,,,,,,
중국A,515790 CH,태양광,"태양광 — 당일 ETF 시세 수집 실패(공란). 관련 신고·신저 부재, 중립 추정",,,,,,,,,,,,,,,,,,
중국A,512690 CH,백주(주류),백주 — 당일 ETF 시세 수집 실패(공란). Consumer Non-Durables 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512800 CH,은행,은행 — 당일 ETF 시세 수집 실패(공란). Finance 순강도 0 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512400 CH,유색금속,유색금속 — 당일 ETF 시세 수집 실패(공란). Non-Energy Minerals 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512200 CH,부동산,"부동산 — 당일 ETF 시세 수집 실패(공란). 관련 신고·신저 부재, 중립 추정",,,,,,,,,,,,,,,,,,
중국A,512880 CH,증권,"증권 — 당일 ETF 시세 수집 실패(공란). Finance 중립, 성장주 수급 부진 속 관망 추정",,,,,,,,,,,,,,,,,,
중국A,512010 CH,의약,"의약 — 당일 ETF 시세 수집 실패(공란). Health Tech 신고·신저 없음, 중립 추정",,,,,,,,,,,,,,,,,,
중국A,159928 CH,소비(消费),소비 — 당일 ETF 시세 수집 실패(공란). 전반 신저 우위 약세장 속 중립~약세 추정,,,,,,,,,,,,,,,,,,
