구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(TTM),PBR,60일,52주,이유,시장
신고가,NEW,AES US Equity,The AES Corporation,Utilities,14.8,0.2,10.6,7.7,2.4,O,,"AES(글로벌 발전·재생에너지 유틸리티): 7/15 분기배당 선언+재생에너지 확장, 7/30 실적 기대",미국
신고가,NEW,CLH US Equity,"Clean Harbors, Inc.",Industrial Services,310.22,-0.12,16.4,42.0,5.9,O,,클린하버스(산업폐기물·환경서비스): 창업자 회장 퇴임 거버넌스 전환 속 신고가 지속,미국
신고가,NEW,BTSG US Equity,"BrightSpring Health Services, Inc.",Health Services,70.5,-0.27,13.8,65.5,6.9,O,O,"브라이트스프링(재택·전문약국 헬스케어): S&P400 편입(7/17)+증권사 목표가 상향, 신고가 후 소폭 조정",미국
신고가,NEW,FWONA US Equity,Liberty Media Corporation - Series A Liberty Formula One,Technology Services,91.17,-2.89,24.7,29.3,3.0,O,,리버티 포뮬러원(F1 미디어·중계권): 목표가 $100→$120 상향 불구 시장 전반 차익실현 매도,미국
신고가,NEW,FWONK US Equity,Liberty Media Corporation - Series C Liberty Formula One,Technology Services,99.2,-2.94,24.7,31.9,3.2,O,,,미국
신고가,OLD,GPN US Equity,Global Payments Inc.,Finance,82.37,5.85,22.5,21.9,0.9,O,,,미국
신고가,OLD,DINO US Equity,HF Sinclair Corporation,Energy Minerals,90.41,2.05,16.3,13.6,1.7,O,O,,미국
신고가,OLD,CNA US Equity,CNA Financial Corporation,Finance,52.91,1.22,14.3,11.9,1.3,O,O,,미국
신고가,OLD,SUN US Equity,Sunoco LP,Distribution Services,74.88,1.19,15.3,19.0,1.5,O,O,(전일) 정유·에너지 섹터 강세 동반(개별 뉴스 미확인),미국
신고가,OLD,VLO US Equity,Valero Energy Corporation,Energy Minerals,313.31,1.18,93.0,22.8,3.9,O,O,"(전일) 정제마진 강세 지속, 애널리스트 목표가 상향 랠리",미국
신고가,OLD,ABT US Equity,Abbott Laboratories,Health Technology,101.66,0.97,177.1,32.9,,O,,,미국
신고가,OLD,PSX US Equity,Phillips 66,Energy Minerals,208.8,0.94,83.7,20.5,2.9,O,O,"(전일) 정제 업황 호조, Raymond James TP $235 상향·정유 동반 강세",미국
신고가,OLD,MPC US Equity,Marathon Petroleum Corporation,Energy Minerals,315.31,0.87,92.1,20.6,5.5,O,O,,미국
신고가,OLD,EA US Equity,Electronic Arts Inc.,Technology Services,209.29,0.19,52.5,59.8,7.8,O,O,,미국
신고가,OLD,PM US Equity,Philip Morris International Inc,Consumer Non-Durables,192.72,-0.13,300.4,27.1,,O,O,,미국
신고가,OLD,TRV US Equity,"The Travelers Companies, Inc.",Finance,368.5,-0.13,78.4,9.9,2.3,O,O,"(전일) 2Q EPS $10.04(예상 $5.34) 대폭 서프라이즈, 재해손실 감소 +8%",미국
신고가,OLD,TRGP US Equity,"Targa Resources, Inc.",Utilities,282.35,-0.2,60.6,28.8,19.3,O,O,,미국
신고가,OLD,ADM US Equity,Archer-Daniels-Midland Company,Process Industries,85.67,-0.27,41.3,38.4,1.8,O,O,(전일) General Mills·월마트 재생농업 제휴 발표+BMO 목표가 상향,미국
신고가,OLD,RGA US Equity,"Reinsurance Group of America, Incorporated",Finance,240.88,-0.38,15.8,13.1,1.2,O,O,,미국
신고가,OLD,DOC US Equity,"Healthpeak Properties, Inc.",Finance,22.29,-0.98,15.7,69.9,2.0,O,O,,미국
신고가,OLD,CHRW US Equity,"C.H. Robinson Worldwide, Inc.",Transportation,205.8,-1.29,24.3,41.7,14.3,O,O,,미국
신고가,OLD,EMA US Equity,Emera Incorporated,Utilities,54.34,-1.4,16.6,23.0,1.8,O,O,,미국
신고가,OLD,MFC US Equity,Manulife Financial Corporation,Finance,42.5,-2.05,70.9,17.0,2.2,O,O,,미국
신고가,NEW,8630 JP Equity,"Sompo Holdings,Inc.",Finance,6905.0,4.15,37.6,9.9,1.2,O,O,손포홀딩스(손해보험 지주): 보험섹터 강세·690억엔 자사주매입 지속으로 수급 개선,일본
신고가,NEW,5401 JP Equity,NIPPON STEEL CORP.,Non-Energy Minerals,595.9,1.76,19.3,181.6,0.6,O,,닛폰스틸(일본 최대 철강): US스틸 철강가 호조·FY27 이익 1000억엔 기여 기대로 자율반등,일본
신고가,NEW,4502 JP Equity,Takeda Pharmaceutical Co. Ltd.,Health Technology,5556.0,1.39,53.8,,1.2,O,,다케다약품(일본 최대 제약): 7/2 인실리코 AI 신약발굴 딜(~$600M)+7/30 결산 앞둔 매수,일본
신고가,NEW,7751 JP Equity,Canon Inc.,Electronic Technology,4497.0,0.69,26.5,13.0,1.1,O,,캐논(카메라·사무기기·반도체 노광): 광범위 자율반등+7/27 결산 앞둔 매수,일본
신고가,NEW,4568 JP Equity,"Daiichi Sankyo Company, Limited",Health Technology,2806.5,0.56,31.3,20.0,3.1,O,,"다이이치산쿄(제약, ADC 항암 강자): 6/29 EU 다토포타마브 승인권고+I-DXd FDA 우선심사 모멘텀",일본
신고가,NEW,4661 JP Equity,"Oriental Land Co., Ltd.",Consumer Services,2732.5,0.11,27.5,36.8,4.1,O,,,일본
신고가,NEW,2503 JP Equity,Kirin Holdings Co. Ltd.,Consumer Non-Durables,2903.0,-0.21,14.5,15.6,1.8,O,O,,일본
신고가,NEW,9735 JP Equity,"Secom Co., Ltd.",Commercial Services,6696.0,-0.73,18.4,24.2,2.1,O,O,,일본
신고가,OLD,5108 JP Equity,Bridgestone Corporation,Consumer Durables,3780.0,1.37,29.0,14.4,1.3,O,,"(전일) 디펜시브 소비재로 급락장서 상대적 견조, 60일 신고가",일본
신고가,OLD,9433 JP Equity,KDDI Corporation,Communications,2875.5,0.26,63.6,15.7,2.2,O,O,(전일) 기계·비철 급락장서 고배당 디펜시브로 상대 자금 유입,일본
신저가,OLD,1772 HK Equity,"Ganfeng Lithium Group Co., Ltd. Class H",Process Industries,36.52,1.16,12.9,41.7,1.5,O,,(전일) 탄산리튬 가격 3월래 최저(칠레 수출증가·CATL 광산 재가동 공급과잉 우려),홍콩
신저가,OLD,9696 HK Equity,Tianqi Lithium Corp. Class H,Process Industries,31.98,3.56,11.2,21.6,1.0,O,O,(전일) 골드만 하반기 리튬 20%+ 공급과잉 전망 등 공급증가 우려,홍콩
신저가,OLD,6869 HK Equity,Yangtze Optical Fibre and Cable Joint Stock Ltd Co Class H,Electronic Technology,146.8,4.11,28.7,90.3,7.5,O,,"(전일) 노무라 경쟁심화 경고·광섬유 가격 둔화 우려, 고점 차익실현",홍콩
신저가,OLD,2476 HK Equity,"Victory Giant Technology (HuiZhou) Co., Ltd. Class H",Electronic Technology,224.6,5.74,30.2,,9.9,O,O,(전일) PCB·전자부품 섹터 급락(A주 동종 다수 하한가) 동반 하락,홍콩
신고가,NEW,1308 HK Equity,"SITC International Holdings Co., Ltd.",Transportation,36.48,1.16,12.4,10.3,5.1,O,,SITC(아시아 역내 컨테이너 해운): 컨테이너 운임 4년래 고점·중동 리스크로 역내 운임 반등 수혜,홍콩
신고가,NEW,300 HK Equity,Midea Group Co. Ltd. Class H,Consumer Durables,95.3,1.01,91.2,15.0,2.7,O,O,메이디그룹(종합가전 세계 1위): 유럽 폭염 에어컨 수출 급증(서유럽 +70%)·자사주 매입 지지,홍콩
신저가,NEW,001309 CH Equity,"Shenzhen Techwinsemi Technology Co., Ltd. Class A",Electronic Technology,488.0,1.06,17.8,,16.7,O,,"더밍리(메모리 저장모듈): 2분기 순이익 전분기比 감소(-6~30%)+美 메모리주 급락 연동, 신저가 후 반등",중국A
신저가,NEW,002466 CH Equity,Tianqi Lithium Corp. Class A,Process Industries,43.27,2.32,11.2,32.8,1.6,O,,톈치리튬(리튬 채굴·가공): 리튬가격 지속 하락·기관 확정매도로 신저가 후 반등,중국A
신저가,NEW,000063 CH Equity,ZTE Corporation Class A,Electronic Technology,34.54,2.4,23.6,37.5,2.2,O,,ZTE 중싱통신(통신장비): 1분기 순이익 -47% YoY·5G사이클 조정으로 신저가 후 반등,중국A
신저가,NEW,300857 CH Equity,Sharetronic Data Technology Co. Ltd. Class A,Technology Services,226.82,3.1,15.4,62.9,21.2,O,,셰촹데이터(데이터 저장장치·IDC장비): 6월 80억위안 유상증자 계획 희석우려로 신저가 후 반등,중국A
신저가,NEW,600522 CH Equity,"Jiangsu Zhongtian Technology Co., Ltd. Class A",Producer Manufacturing,33.4,3.66,16.7,35.6,3.0,O,,중톈테크(광통신 케이블): 상반기 순이익 +50~60% 예증·7/17 자사주매입으로 하한가 후 낙폭회복,중국A
신저가,NEW,600673 CH Equity,Guangdong HEC Technology Holding Co. Ltd. Class A,Non-Energy Minerals,30.63,3.87,14.0,783.4,9.3,O,,,중국A
신저가,NEW,000988 CH Equity,"Huagong Tech Co., Ltd. Class A",Producer Manufacturing,110.0,3.91,34.8,64.5,9.4,O,,,중국A
신저가,NEW,688521 CH Equity,"VeriSilicon Microelectronics (Shanghai) Co., Ltd. Class A",Electronic Technology,235.01,4.45,18.0,,39.3,O,,,중국A
신저가,NEW,000657 CH Equity,China Tungsten & Hightech Materials Co. Ltd. Class A,Non-Energy Minerals,58.55,4.48,20.5,67.4,12.5,O,,,중국A
신저가,NEW,688183 CH Equity,"Shengyi Electronics Co., Ltd. Class A",Electronic Technology,106.62,4.51,14.1,53.0,14.3,O,,,중국A
신저가,NEW,600487 CH Equity,"Hengtong Optic-Electric Co., Ltd. Class A",Producer Manufacturing,59.16,4.6,21.0,44.8,4.5,O,,,중국A
신저가,NEW,002080 CH Equity,"Sinoma Science & Technology Co., Ltd. Class A",Process Industries,52.81,5.03,13.9,45.1,4.3,O,,,중국A
신저가,NEW,600549 CH Equity,Xiamen Tungsten Co. Ltd. Class A,Non-Energy Minerals,49.71,5.43,11.9,26.1,4.3,O,,,중국A
신저가,NEW,002353 CH Equity,"Yantai Jereh Oilfield Services Group Co., Ltd. Class A",Industrial Services,121.61,5.96,17.7,44.1,5.3,O,,,중국A
신저가,NEW,301308 CH Equity,"Shenzhen Longsys Electronics Co., Ltd. Class A",Electronic Technology,404.02,7.31,24.8,31.4,13.9,O,,,중국A
신저가,NEW,300475 CH Equity,"Shannon Semiconductor Technology Co., Ltd. Class A",Producer Manufacturing,165.88,7.94,12.1,41.8,15.9,O,,,중국A
신저가,NEW,002008 CH Equity,"Han's Laser Technology Industry Group Co., Ltd. Class A",Producer Manufacturing,100.89,10.0,15.3,75.3,5.0,O,,,중국A
신저가,OLD,001248 CH Equity,CHINA RES NEW ENGY HLDGS CO LTD,Finance,12.46,-4.01,24.9,,1.7,O,O,,중국A
신저가,OLD,001399 CH Equity,HKC Corporation Limited Class A,Electronic Technology,25.2,-0.55,27.8,,4.7,O,O,(전일) IPO 직후 급락 지속: 패널 업황·370억위안 부채·해금 부담(7/3~7 이상변동),중국A
신저가,OLD,605117 CH Equity,"Ningbo Deye Technology Co., Ltd. Class A",Producer Manufacturing,80.15,0.94,15.1,27.9,8.8,O,,,중국A
신저가,OLD,300442 CH Equity,Range Intelligent Computing Technology Group Company Limited Class A,Technology Services,67.34,1.11,14.9,22.0,7.6,O,,,중국A
신저가,OLD,600118 CH Equity,"China Spacesat Co., Ltd. Class A",Electronic Technology,60.35,1.46,10.9,4220.3,11.3,O,,"(전일) 1Q 순손실 확대(-77% YoY), 상업우주 테마 고점 차익실현",중국A
신저가,OLD,601698 CH Equity,China Satellite Communications Co. Ltd Class A,Communications,25.15,2.44,16.0,267.3,6.7,O,,"(전일) 1Q26 순이익 -62% 급감·주력자금 순유출, 고평가(PE 300배+) 부담 조정",중국A
신저가,OLD,688818 CH Equity,CETC LANTIAN TECHNOLOGY CO LTD,Commercial Services,49.2,2.48,13.1,,15.6,O,O,(전일) 7/13 급락(-13%) 후 차익실현·주력자금 순유출 지속,중국A
신저가,OLD,002460 CH Equity,"Ganfeng Lithium Group Co., Ltd. Class A",Process Industries,47.44,2.88,12.9,26.0,2.1,O,,(전일) 탄산리튬 가격 약세 지속·리튬 섹터 수급 부진,중국A
신저가,OLD,002600 CH Equity,Lingyi iTech (Guangdong) Company Class A,Electronic Technology,11.98,3.72,15.1,40.9,3.6,O,,"(전일) 1Q 순익 -30.7%·환차손 확대, 주력자금 순매도",중국A
신저가,OLD,002837 CH Equity,"Shenzhen Envicool Technology Co., Ltd. Class A",Producer Manufacturing,58.26,5.05,11.6,152.9,21.4,O,,,중국A
신저가,OLD,300476 CH Equity,"Victory Giant Technology (HuiZhou) Co., Ltd. Class A",Electronic Technology,236.5,5.53,39.4,43.9,11.9,O,,,중국A
신저가,OLD,300394 CH Equity,"Suzhou TFC Optical Communication Co., Ltd. Class A",Electronic Technology,225.83,5.76,34.1,113.5,41.1,O,,"(전일) 반기 가이던스(+25~45%)가 기관 예상(68%) 하회, PE 106배 해소",중국A
신저가,OLD,688525 CH Equity,"Biwin Storage Technology Co., Ltd. Class A",Electronic Technology,258.78,6.06,17.6,31.6,14.3,O,,(전일) 반기 순익 +3200% 예고에도 대주주 감자 계획·고밸류 차익실현,중국A
신고가,NEW,000938 CH Equity,"Unisplendour Co., Ltd. Class A",Electronic Technology,41.46,10.0,14.9,55.8,7.6,O,O,쯔광구펀(H3C 서버·네트워크장비): AI연산 수요·H3C 매출급증+상반기 순이익 83~123% 증가 예고로 연속 상한가,중국A
신고가,NEW,600690 CH Equity,"Haier Smart Home Co., Ltd. Class A",Consumer Durables,21.75,1.35,27.1,10.8,1.6,O,,하이얼스마트홈(종합가전): 이구환신(가전 교체보조) 정책 수혜·글로벌 판매 견조로 신고가,중국A
신고가,NEW,600025 CH Equity,Huaneng Lancang River Hydropower Co Ltd Class A,Utilities,10.11,-0.3,27.1,21.8,2.2,O,,화능란창장수전(윈난 수력발전): 상반기 발전량 +4.14%·홍수기 호조로 신고가,중국A
신고가,NEW,600018 CH Equity,"Shanghai International Port (Group) Co., Ltd. Class A",Transportation,5.2,-0.38,17.7,8.9,0.8,O,,상하이항만그룹(상하이항 운영): 7/20 상반기 예증(컨테이너 물동량 +6.2% YoY) 반영 신고가,중국A
신고가,NEW,000651 CH Equity,"Gree Electric Appliances, Inc. of Zhuhai Class A",Producer Manufacturing,40.2,-0.94,31.5,7.7,1.5,O,,그리전기(에어컨 대표주): 1분기 실적 안정·채널개혁 기대로 섹터 수급 신고가,중국A
신고가,NEW,600674 CH Equity,"Sichuan Chuantou Energy Co., Ltd. Class A",Utilities,16.02,-0.99,11.4,16.5,1.7,O,O,,중국A
신고가,NEW,600900 CH Equity,"China Yangtze Power Co., Ltd. Class A",Utilities,28.57,-1.41,101.2,19.4,3.1,O,O,,중국A
신고가,NEW,601319 CH Equity,People's Insurance Co. (Group) of China Ltd. Class A,Finance,7.39,-1.99,43.6,7.7,1.0,O,,,중국A
신고가,NEW,601628 CH Equity,China Life Insurance Co. Ltd. Class A,Finance,39.55,-2.59,145.3,7.7,1.9,O,,,중국A
신고가,NEW,601398 CH Equity,Industrial and Commercial Bank of China Limited Class A,Finance,7.51,-2.97,378.1,,0.7,O,,,중국A
신고가,OLD,600886 CH Equity,"SDIC Power Holdings Co., Ltd. Class A",Utilities,14.98,0.2,17.5,16.1,1.7,O,,(전일) 야룽장 유역 강수 증가로 수력 발전량 상승 기대,중국A
