구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(TTM),PBR,60일,52주,이유,시장
신저가,NEW,WPM US Equity,Wheaton Precious Metals Corp,Non-Energy Minerals,104.18,-0.07,47.3,26.5,5.1,O,,,미국
신저가,NEW,TER US Equity,"Teradyne, Inc.",Electronic Technology,322.36,0.02,50.5,59.7,16.1,O,,,미국
신저가,NEW,AGI US Equity,Alamos Gold Inc.,Non-Energy Minerals,28.26,0.04,11.9,11.3,2.6,O,,,미국
신저가,NEW,CMI US Equity,Cummins Inc.,Producer Manufacturing,648.48,0.1,89.5,33.7,7.2,O,,,미국
신저가,NEW,B US Equity,Barrick Mining Corporation,Non-Energy Minerals,34.93,0.26,58.5,9.7,2.1,O,,,미국
신저가,NEW,RKLB US Equity,Rocket Lab Corporation,Electronic Technology,67.62,0.4,40.4,,17.2,O,,,미국
신저가,NEW,MPWR US Equity,"Monolithic Power Systems, Inc.",Electronic Technology,1312.0,0.49,64.5,94.5,17.5,O,,,미국
신저가,NEW,ECHO US Equity,EchoStar Corporation,Communications,92.0,0.5,26.7,,4.7,O,,,미국
신저가,NEW,AU US Equity,AngloGold Ashanti PLC,Non-Energy Minerals,76.76,0.54,38.8,11.3,4.5,O,,,미국
신저가,NEW,KEYS US Equity,Keysight Technologies Inc.,Electronic Technology,315.9,1.0,54.0,52.0,8.5,O,,,미국
신저가,NEW,FNV US Equity,Franco-Nevada Corporation,Non-Energy Minerals,200.77,1.33,38.7,28.5,4.8,O,,,미국
신저가,NEW,MOD US Equity,Modine Manufacturing Company,Producer Manufacturing,229.34,1.37,12.2,102.5,10.1,O,,,미국
신저가,NEW,TTMI US Equity,"TTM Technologies, Inc.",Electronic Technology,132.0,1.43,13.7,71.8,7.5,O,,,미국
신저가,NEW,ORCL US Equity,Oracle Corporation,Technology Services,126.41,1.77,364.1,21.7,9.7,O,O,,미국
신저가,NEW,LITE US Equity,Lumentum Holdings Inc.,Producer Manufacturing,732.82,3.77,57.0,136.0,17.7,O,,,미국
신저가,NEW,FN US Equity,Fabrinet,Electronic Technology,478.39,3.95,17.1,41.1,7.4,O,,,미국
신저가,NEW,BE US Equity,Bloom Energy Corporation,Electronic Technology,214.96,3.98,61.1,,66.3,O,,,미국
신저가,OLD,ISRG US Equity,"Intuitive Surgical, Inc.",Health Technology,345.42,-14.15,122.3,39.6,,O,O,"(전일) HCA發 수술량 둔화 우려·목표가 인하($585→$520), 7/16 실적 앞 매도",미국
신저가,OLD,SNPS US Equity,"Synopsys, Inc.",Technology Services,384.27,-7.85,73.6,88.9,2.4,O,O,,미국
신저가,OLD,SPCX US Equity,Space Exploration Technologies Corp,Communications,123.99,-5.43,1645.0,,46.9,O,O,,미국
신저가,OLD,CIEN US Equity,Ciena Corporation,Electronic Technology,374.41,-3.7,53.0,124.6,18.3,O,,(전일) 클라우드 광통신 투자 둔화·서비스업체 재고소화 지연 우려,미국
신저가,OLD,BWXT US Equity,"BWX Technologies, Inc.",Electronic Technology,171.18,-1.47,15.7,45.6,12.2,O,,,미국
신저가,OLD,INIO US Equity,INNIO N.V.,Producer Manufacturing,27.72,-1.07,20.8,,92.6,O,O,,미국
신저가,OLD,IONQ US Equity,"IonQ, Inc.",Electronic Technology,34.78,-0.91,13.0,,2.6,O,,(전일) 양자컴 섹터 리스크오프+공매도 리포트의 국방부 계약 우려,미국
신저가,OLD,AEM US Equity,Agnico Eagle Mines Limited,Non-Energy Minerals,136.97,-0.23,69.8,13.0,2.6,O,,,미국
신저가,OLD,RMBS US Equity,"Rambus, Inc.",Electronic Technology,101.44,0.02,11.0,48.2,7.9,O,,,미국
신저가,OLD,COHR US Equity,Coherent Corp.,Electronic Technology,277.6,0.23,54.3,132.5,5.1,O,,(전일) AI 광학주 랠리 후 차익실현·밸류에이션 부담,미국
신저가,OLD,CRWV US Equity,"CoreWeave, Inc.",Technology Services,73.21,0.41,39.9,,8.2,O,,"(전일) 메타 자체 클라우드 진출 경쟁 우려 지속, AI 컴퓨트주 약세 연장",미국
신저가,OLD,Q US Equity,"Qnity Electronics, Inc.",Electronic Technology,136.35,0.65,28.5,44.0,4.0,O,,,미국
신저가,OLD,ALB US Equity,Albemarle Corporation,Process Industries,120.78,1.1,14.2,,1.9,O,,,미국
신고가,NEW,TRV US Equity,"The Travelers Companies, Inc.",Finance,368.98,9.22,78.5,11.0,2.5,O,O,"2Q EPS $10.04(예상 $5.34) 대폭 서프라이즈, 재해손실 감소 +8%",미국
신고가,NEW,ADM US Equity,Archer-Daniels-Midland Company,Process Industries,85.9,3.49,41.4,38.5,1.8,O,O,General Mills·월마트 재생농업 제휴 발표+BMO 목표가 상향,미국
신고가,NEW,VLO US Equity,Valero Energy Corporation,Energy Minerals,309.65,3.13,91.9,22.5,3.9,O,O,"정제마진 강세 지속, 애널리스트 목표가 상향 랠리",미국
신고가,NEW,PSX US Equity,Phillips 66,Energy Minerals,206.86,2.75,82.9,20.4,2.9,O,O,"정제 업황 호조, Raymond James TP $235 상향·정유 동반 강세",미국
신고가,NEW,SUN US Equity,Sunoco LP,Distribution Services,74.0,2.68,15.2,18.7,1.5,O,O,정유·에너지 섹터 강세 동반(개별 뉴스 미확인),미국
신고가,NEW,HIG US Equity,"The Hartford Insurance Group, Inc.",Finance,140.26,2.64,38.4,9.9,2.1,O,,,미국
신고가,NEW,EG US Equity,"Everest Group, Ltd.",Finance,382.57,2.51,15.1,7.8,1.0,O,O,,미국
신고가,NEW,IOT US Equity,Samsara Inc.,Technology Services,38.32,2.3,22.4,394.6,14.8,O,,,미국
신고가,NEW,CTRE US Equity,"CareTrust REIT, Inc.",Finance,42.88,2.17,10.1,27.5,2.4,O,O,,미국
신고가,NEW,ABT US Equity,Abbott Laboratories,Health Technology,100.68,1.87,175.4,32.5,,O,,,미국
신고가,NEW,PM US Equity,Philip Morris International Inc,Consumer Non-Durables,192.98,1.65,300.8,27.2,,O,O,,미국
신고가,NEW,CNA US Equity,CNA Financial Corporation,Finance,52.27,1.65,14.1,11.7,1.3,O,O,,미국
신고가,NEW,MO US Equity,"Altria Group, Inc.",Consumer Non-Durables,74.21,1.62,123.9,15.5,,O,O,,미국
신고가,NEW,AFL US Equity,AFLAC Incorporated,Finance,124.72,1.38,63.5,14.2,2.1,O,O,,미국
신고가,NEW,PANW US Equity,"Palo Alto Networks, Inc.",Technology Services,358.68,1.32,292.3,295.0,10.5,O,O,,미국
신고가,NEW,AHR US Equity,"American Healthcare REIT, Inc.",Finance,57.16,1.01,11.9,99.0,3.1,O,O,,미국
신고가,NEW,TRGP US Equity,"Targa Resources, Inc.",Utilities,282.91,0.94,60.7,28.8,19.4,O,O,,미국
신고가,NEW,CP US Equity,Canadian Pacific Kansas City Limited,Transportation,93.71,0.86,83.2,29.1,2.5,O,O,,미국
신고가,NEW,DOC US Equity,"Healthpeak Properties, Inc.",Finance,22.51,0.81,15.9,70.6,2.0,O,O,,미국
신고가,NEW,UNP US Equity,Union Pacific Corporation,Transportation,301.75,0.78,179.2,24.8,9.2,O,O,,미국
신고가,NEW,RGA US Equity,"Reinsurance Group of America, Incorporated",Finance,241.79,0.78,15.8,13.1,1.2,O,O,,미국
신고가,NEW,CTVA US Equity,"Corteva, Inc.",Process Industries,87.3,0.75,58.4,51.3,2.4,O,O,,미국
신고가,NEW,WELL US Equity,Welltower Inc.,Finance,243.25,0.73,171.7,,3.9,O,O,,미국
신고가,NEW,PRU US Equity,"Prudential Financial, Inc.",Finance,119.07,0.69,41.3,12.2,1.3,O,O,,미국
신고가,NEW,OHI US Equity,"Omega Healthcare Investors, Inc.",Finance,50.21,0.68,15.0,24.3,2.9,O,O,,미국
신고가,NEW,CNI US Equity,Canadian National Railway Company,Transportation,129.03,0.63,78.3,23.6,5.1,O,O,,미국
신고가,NEW,NSC US Equity,Norfolk Southern Corporation,Transportation,340.16,0.62,76.4,28.7,4.8,O,O,,미국
신고가,NEW,FRT US Equity,Federal Realty Investment Trust,Finance,126.02,0.53,11.0,21.9,3.5,O,O,,미국
신고가,NEW,INCY US Equity,Incyte Corporation,Health Technology,117.25,0.51,23.4,16.6,4.2,O,O,,미국
신고가,NEW,BMY US Equity,Bristol-Myers Squibb Company,Health Technology,60.74,0.38,124.0,17.0,6.2,O,,,미국
신고가,NEW,REG US Equity,Regency Centers Corporation,Finance,82.68,0.36,15.1,28.4,2.3,O,O,,미국
신고가,NEW,KIM US Equity,Kimco Realty Corporation (HC),Finance,26.12,0.35,17.6,30.2,1.7,O,O,,미국
신고가,NEW,MET US Equity,"MetLife, Inc.",Finance,94.0,0.32,60.5,18.2,2.2,O,O,,미국
신고가,NEW,SN US Equity,"SharkNinja, Inc.",Consumer Durables,154.53,0.21,21.9,31.2,7.9,O,O,,미국
신고가,NEW,FTS US Equity,Fortis Inc.,Utilities,58.78,0.19,29.9,24.1,1.8,O,O,,미국
신고가,NEW,CCK US Equity,"Crown Holdings, Inc.",Process Industries,117.21,0.16,13.1,18.7,4.5,O,O,,미국
신고가,NEW,GL US Equity,Globe Life Inc.,Finance,184.76,0.11,14.3,12.8,2.4,O,O,,미국
신고가,NEW,SPG US Equity,"Simon Property Group, Inc.",Finance,228.7,0.09,74.2,41.8,15.4,O,O,,미국
신고가,NEW,MRSH US Equity,Marsh,Finance,182.18,0.02,87.8,22.8,6.0,O,,,미국
신고가,NEW,LAMR US Equity,Lamar Advertising Company,Finance,162.32,-0.04,16.5,30.0,17.0,O,O,,미국
신고가,NEW,O US Equity,Realty Income Corporation,Finance,65.71,-0.06,61.3,54.0,1.6,O,,,미국
신고가,NEW,MRK US Equity,"Merck & Company, Inc.",Health Technology,127.5,-0.1,314.9,35.9,6.9,O,O,,미국
신고가,NEW,FNF US Equity,"Fidelity National Financial, Inc.",Finance,51.9,-0.12,14.0,18.5,1.9,O,,,미국
신고가,NEW,BRO US Equity,"Brown & Brown, Inc.",Finance,69.35,-0.13,23.5,22.3,1.8,O,,,미국
신고가,NEW,PLD US Equity,"Prologis, Inc.",Finance,149.79,-0.18,142.6,33.4,,O,O,,미국
신고가,NEW,VTRS US Equity,Viatris Inc.,Health Technology,17.29,-0.23,20.3,,1.4,O,O,,미국
신고가,NEW,EHC US Equity,Encompass Health Corporation,Health Services,112.21,-0.25,11.1,18.7,4.4,O,,,미국
신고가,NEW,TXRH US Equity,"Texas Roadhouse, Inc.",Consumer Services,197.03,-0.26,13.0,31.5,8.5,O,O,,미국
신고가,NEW,CSX US Equity,CSX Corporation,Transportation,50.75,-0.28,94.3,31.0,6.9,O,O,,미국
신고가,NEW,ELS US Equity,"Equity Lifestyle Properties, Inc.",Finance,65.75,-0.3,12.8,33.6,7.2,O,,,미국
신고가,NEW,WTW US Equity,Willis Towers Watson Public Limited Company,Finance,293.43,-0.31,27.7,17.2,3.5,O,,,미국
신고가,NEW,AON US Equity,Aon plc,Finance,367.21,-0.39,78.4,20.1,8.0,O,,,미국
신고가,NEW,VLTO US Equity,Veralto Corp,Producer Manufacturing,93.81,-0.42,23.0,24.2,7.7,O,,,미국
신고가,NEW,TGT US Equity,Target Corporation,Retail Trade,139.6,-0.44,63.4,18.4,3.9,O,O,,미국
신고가,NEW,ELAN US Equity,Elanco Animal Health Incorporated,Health Technology,25.83,-0.46,12.9,,2.0,O,,,미국
신고가,NEW,ADP US Equity,"Automatic Data Processing, Inc.",Technology Services,255.26,-0.5,102.0,23.8,16.1,O,,,미국
신고가,NEW,GWW US Equity,"W.W. Grainger, Inc.",Distribution Services,1395.01,-0.5,65.9,37.4,16.8,O,O,,미국
신고가,NEW,EGP US Equity,"EastGroup Properties, Inc.",Finance,222.2,-0.53,11.9,40.4,3.3,O,O,,미국
신고가,NEW,EIX US Equity,Edison International,Utilities,77.63,-0.54,29.9,8.4,1.7,O,O,,미국
신고가,NEW,ES US Equity,Eversource Energy (D/B/A),Utilities,74.62,-0.56,28.1,16.0,1.7,O,,,미국
신고가,NEW,RPRX US Equity,Royalty Pharma plc,Health Technology,58.18,-0.6,33.5,30.5,3.7,O,O,,미국
신고가,NEW,WFC US Equity,Wells Fargo & Company,Finance,87.51,-0.64,267.8,12.7,1.6,O,,,미국
신고가,NEW,AJG US Equity,Arthur J. Gallagher & Co.,Finance,253.9,-0.79,65.2,41.0,2.7,O,,,미국
신고가,NEW,AMH US Equity,American Homes 4 Rent,Finance,34.07,-0.79,12.3,27.6,1.8,O,,,미국
신고가,NEW,RYAN US Equity,"Ryan Specialty Holdings, Inc.",Finance,41.97,-0.87,11.1,57.0,8.5,O,,,미국
신고가,NEW,D US Equity,"Dominion Energy, Inc.",Utilities,71.04,-0.91,62.5,21.0,2.2,O,O,,미국
신고가,NEW,PNC US Equity,"PNC Financial Services Group, Inc. (The)",Finance,252.86,-0.92,101.5,13.9,1.6,O,O,,미국
신고가,NEW,SNA US Equity,Snap-On Incorporated,Consumer Durables,410.99,-0.96,21.3,21.2,3.6,O,O,,미국
신고가,NEW,RSG US Equity,"Republic Services, Inc.",Industrial Services,222.31,-0.98,68.4,31.9,5.7,O,,,미국
신고가,NEW,INVH US Equity,Invitation Homes Inc.,Finance,30.12,-0.99,17.9,53.0,2.0,O,,,미국
신고가,NEW,PG US Equity,Procter & Gamble Company (The),Consumer Non-Durables,149.98,-1.0,349.2,21.9,6.5,O,,,미국
신고가,NEW,CHD US Equity,"Church & Dwight Company, Inc.",Consumer Non-Durables,98.07,-1.06,23.2,32.3,5.5,O,,,미국
신고가,NEW,TRU US Equity,TransUnion,Commercial Services,79.85,-1.09,15.4,22.1,3.2,O,,,미국
신고가,NEW,BDX US Equity,"Becton, Dickinson and Company",Health Technology,158.17,-1.1,43.6,40.1,1.8,O,,,미국
신고가,NEW,DG US Equity,Dollar General Corporation,Retail Trade,125.75,-1.11,27.7,17.8,3.1,O,,,미국
신고가,NEW,BXP US Equity,"BXP, Inc.",Finance,69.85,-1.13,11.1,35.1,2.1,O,,,미국
신고가,NEW,PCG US Equity,Pacific Gas & Electric Co.,Utilities,17.32,-1.2,38.1,13.6,1.2,O,,,미국
신고가,NEW,WM US Equity,"Waste Management, Inc.",Industrial Services,239.31,-1.21,96.1,34.6,9.6,O,,,미국
신고가,NEW,OGE US Equity,OGE Energy Corp,Utilities,48.7,-1.26,10.1,21.6,2.0,O,O,,미국
신고가,NEW,MSCI US Equity,MSCI Inc.,Commercial Services,628.66,-1.35,45.8,35.9,,O,O,,미국
신고가,NEW,USB US Equity,U.S. Bancorp,Finance,63.14,-1.36,98.4,12.6,1.6,O,O,,미국
신고가,NEW,WCN US Equity,"Waste Connections, Inc.",Industrial Services,171.91,-1.39,43.7,42.2,5.4,O,,,미국
신고가,NEW,AMGN US Equity,Amgen Inc.,Health Technology,366.29,-1.42,197.7,25.5,21.5,O,,,미국
신고가,NEW,PNW US Equity,Pinnacle West Capital Corporation,Utilities,107.73,-1.43,13.1,20.1,1.8,O,O,,미국
신고가,NEW,MA US Equity,Mastercard Incorporated,Finance,543.6,-1.44,480.3,31.5,71.8,O,,,미국
신고가,NEW,EXR US Equity,Extra Space Storage Inc,Finance,148.16,-1.44,31.3,33.7,2.3,O,,,미국
신고가,NEW,GILD US Equity,"Gilead Sciences, Inc.",Health Technology,134.28,-1.48,166.7,18.3,7.1,O,,,미국
신고가,NEW,IEX US Equity,IDEX Corporation,Producer Manufacturing,224.94,-1.76,16.6,33.2,4.1,O,O,,미국
신고가,NEW,KEY US Equity,KeyCorp,Finance,23.55,-1.83,25.4,14.4,1.5,O,O,,미국
신고가,NEW,GIS US Equity,"General Mills, Inc.",Consumer Non-Durables,37.97,-1.89,20.3,,2.8,O,,,미국
신고가,NEW,GDDY US Equity,GoDaddy Inc.,Technology Services,94.35,-1.93,12.5,14.9,52.7,O,,,미국
신고가,NEW,XYL US Equity,Xylem Inc.,Producer Manufacturing,122.78,-2.01,29.2,30.5,2.7,O,,,미국
신고가,NEW,MKC US Equity,"McCormick & Company, Incorporated",Consumer Non-Durables,51.7,-2.27,13.9,8.6,2.0,O,,,미국
신고가,NEW,MNST US Equity,Monster Beverage Corporation,Consumer Non-Durables,97.5,-2.44,95.4,47.3,10.9,O,O,,미국
신고가,NEW,ITW US Equity,Illinois Tool Works Inc.,Producer Manufacturing,276.05,-2.45,79.4,25.6,24.6,O,,,미국
신고가,NEW,SBUX US Equity,Starbucks Corporation,Consumer Services,105.49,-2.66,120.2,80.5,,O,O,,미국
신고가,NEW,OMC US Equity,Omnicom Group Inc.,Commercial Services,81.73,-2.9,23.3,204.5,2.7,O,,,미국
신고가,NEW,BURL US Equity,"Burlington Stores, Inc.",Retail Trade,345.31,-3.06,21.7,35.5,11.8,O,O,,미국
신고가,NEW,BAX US Equity,Baxter International Inc.,Health Technology,22.61,-3.17,11.7,,1.9,O,,,미국
신고가,OLD,MPC US Equity,Marathon Petroleum Corporation,Energy Minerals,312.6,2.21,91.3,20.4,5.5,O,O,,미국
신고가,OLD,DINO US Equity,HF Sinclair Corporation,Energy Minerals,88.59,2.02,16.0,13.3,1.7,O,O,,미국
신고가,OLD,CHRW US Equity,"C.H. Robinson Worldwide, Inc.",Transportation,208.5,1.34,24.6,42.2,14.5,O,O,,미국
신고가,OLD,VTR US Equity,"Ventas, Inc.",Finance,96.1,1.12,47.8,174.1,3.6,O,O,,미국
신고가,OLD,CVS US Equity,CVS Health Corporation,Retail Trade,107.47,0.91,137.1,47.2,1.8,O,O,,미국
신고가,OLD,EMA US Equity,Emera Incorporated,Utilities,55.11,0.86,16.9,23.4,1.8,O,O,,미국
신고가,OLD,PBA US Equity,Pembina Pipeline Corp.,Industrial Services,51.29,0.65,29.8,26.8,2.7,O,O,,미국
신고가,OLD,EA US Equity,Electronic Arts Inc.,Technology Services,208.9,0.51,52.4,59.7,7.7,O,O,,미국
신고가,OLD,TECH US Equity,Bio-Techne Corp,Health Technology,72.12,0.49,11.3,103.6,5.4,O,,,미국
신고가,OLD,UPS US Equity,"United Parcel Service, Inc.",Transportation,117.72,0.46,100.1,19.1,6.3,O,,,미국
신고가,OLD,EXPD US Equity,"Expeditors International of Washington, Inc.",Transportation,182.8,0.46,23.9,29.5,10.6,O,O,,미국
신고가,OLD,CM US Equity,Canadian Imperial Bank of Commerce,Finance,121.24,0.41,112.3,16.3,2.6,O,O,,미국
신고가,OLD,SLF US Equity,Sun Life Financial Inc.,Finance,81.78,0.2,45.3,21.3,2.8,O,O,,미국
신고가,OLD,AAPL US Equity,Apple Inc.,Electronic Technology,333.74,0.14,4901.8,40.4,46.0,O,O,"(전일) 중국 당국, 알리바바 Qwen 연동 Apple Intelligence 정식 승인 — 중국 불확실성 해소",미국
신고가,OLD,CRBG US Equity,Corebridge Financial Inc.,Finance,31.88,0.13,14.2,53.6,1.4,O,,(전일) Piper Sandler 목표가 $31→$36 상향(Overweight 유지),미국
신고가,OLD,MFC US Equity,Manulife Financial Corporation,Finance,43.39,0.05,72.4,17.3,2.3,O,O,,미국
신고가,OLD,PAYX US Equity,"Paychex, Inc.",Technology Services,114.39,-0.27,40.7,23.4,10.9,O,,,미국
신고가,OLD,BAC US Equity,Bank of America Corporation,Finance,61.27,-0.36,434.8,14.1,1.6,O,O,,미국
신고가,OLD,BMO US Equity,Bank Of Montreal,Finance,181.97,-0.36,128.5,19.0,2.2,O,O,,미국
신고가,OLD,NWS US Equity,News Corporation,Consumer Services,32.42,-0.37,16.3,43.3,2.1,O,,,미국
신고가,OLD,VRSK US Equity,"Verisk Analytics, Inc.",Technology Services,200.68,-0.4,26.3,30.6,,O,,,미국
신고가,OLD,DHR US Equity,Danaher Corporation,Health Technology,203.83,-0.58,144.3,39.4,2.7,O,,,미국
신고가,OLD,CTAS US Equity,Cintas Corporation,Commercial Services,204.45,-0.87,81.8,41.7,15.9,O,,,미국
신고가,OLD,NWSA US Equity,News Corporation,Consumer Services,28.43,-0.89,16.3,38.0,1.8,O,,,미국
신고가,OLD,AMP US Equity,"Ameriprise Financial, Inc.",Finance,527.87,-1.0,47.5,13.1,7.7,O,,,미국
신고가,OLD,SEIC US Equity,SEI Investments Company,Finance,99.25,-1.01,11.9,16.9,4.9,O,O,,미국
신고가,OLD,KHC US Equity,The Kraft Heinz Company,Consumer Non-Durables,25.88,-1.33,30.7,,0.7,O,,,미국
신고가,OLD,UHAL US Equity,U-Haul Holding Company,Finance,71.3,-1.36,12.4,292.2,1.8,O,O,,미국
신고가,OLD,TFC US Equity,Truist Financial Corporation,Finance,52.5,-1.41,65.4,13.0,1.1,O,,,미국
신고가,OLD,SPGI US Equity,S&P Global Inc.,Commercial Services,450.84,-1.43,133.4,28.5,4.3,O,,,미국
신고가,OLD,MCO US Equity,Moody's Corporation,Commercial Services,510.86,-1.57,89.2,36.6,29.8,O,,,미국
신고가,OLD,CPAY US Equity,"Corpay, Inc.",Commercial Services,365.79,-1.62,23.9,21.9,6.9,O,O,,미국
신고가,OLD,UHAL/B US Equity,U-Haul Holding Company Series N Non-Voting,Finance,62.29,-1.63,12.4,255.3,1.6,O,O,,미국
신고가,OLD,NLY US Equity,Annaly Capital Management Inc.,Finance,23.01,-1.75,16.9,7.8,1.2,O,,,미국
신고가,OLD,MTB US Equity,M&T Bank Corporation,Finance,249.24,-1.89,36.5,13.2,1.4,O,O,,미국
신고가,OLD,DLTR US Equity,"Dollar Tree, Inc.",Retail Trade,125.94,-1.95,24.2,19.7,6.9,O,,,미국
신고가,OLD,RF US Equity,Regions Financial Corporation,Finance,31.65,-2.31,27.0,13.1,1.6,O,O,,미국
신고가,OLD,GPN US Equity,Global Payments Inc.,Finance,77.82,-3.32,21.3,20.7,0.9,O,,,미국
신저가,NEW,5706 JP Equity,"Mitsui Kinzoku Co., Ltd.",Non-Energy Minerals,29980.0,-7.13,11.4,18.8,4.2,O,,비철 섹터 급락 — 구리·아연 가격 하락 우려로 -7%,일본
신저가,NEW,5713 JP Equity,"Sumitomo Metal Mining Co., Ltd.",Non-Energy Minerals,6794.0,-6.62,12.3,10.5,0.9,O,,"금 가격 하락·FY27 감익 전망 경계, 비철 매도 동반",일본
신저가,NEW,5802 JP Equity,"Sumitomo Electric Industries, Ltd.",Producer Manufacturing,2249.0,-6.19,46.6,19.0,2.6,O,,구리·비철 급락 연동+AI전선 수요 기대 되돌림,일본
신저가,NEW,5801 JP Equity,"Furukawa Electric Co., Ltd.",Producer Manufacturing,3262.0,-6.1,15.0,31.7,5.5,O,,AI전선 테마 과열 경계 속 외국인 매도 가속 -6%,일본
신저가,NEW,6383 JP Equity,"Daifuku Co., Ltd.",Producer Manufacturing,6225.0,-5.29,15.3,29.7,5.0,O,,반도체 관련 조정 동반 급락(수주 사상최고나 선반영 해소),일본
신저가,NEW,6503 JP Equity,Mitsubishi Electric Corp.,Producer Manufacturing,5370.0,-5.22,73.3,27.1,2.5,O,,,일본
신저가,NEW,7012 JP Equity,Kawasaki Heavy Industries Ltd.,Consumer Durables,2604.5,-4.86,14.1,20.1,2.5,O,,,일본
신고가,NEW,3382 JP Equity,"Seven & I Holdings Co., Ltd.",Retail Trade,2080.0,3.64,28.5,16.5,1.3,O,,"폴란드 편의점 1위 자브카 대규모 출자 검토 보도(7/16), 유럽 확장 기대",일본
