시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
홍콩,2800 HK,항셍지수,"항셍지수 0.0% 보합, 3M -2.4%. 신고가 8·신저가 2로 방향성 부재",0.0,-0.5,3.1,-2.4,0.2,1,27.4,1,17.9,3,-13.7,2,-15.3,1,-14.2,1,-3.7,1.0
홍콩,2828 HK,H주(중국기업),"H주 -0.1%, 본토 약세 반영. YTD26 -5.0%로 홍콩 3종 중 중간",-0.1,-0.9,3.1,-4.7,-5.0,2,22.9,2,27.1,1,-14.1,3,-18.6,2,-23.2,2,-4.1,2.0
홍콩,3033 HK,항셍테크,"항셍테크 +0.5%, 레노버 +20.2% 견인. 단 YTD26 -12.7%로 홍콩 최하위",0.5,-0.6,1.2,-5.7,-12.7,3,22.7,3,18.9,2,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,"반도체 -1.8%, 1M -13.3% 조정 지속. 단 YTD26 +45.9%로 13개 중 1위, 급등 후 되돌림",-1.8,2.0,-13.3,4.9,45.9,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.6,5.0
중국A,515000 CH,테크(科技),"테크 -1.0%, 1M -10.0%로 반도체와 동반 조정. YTD26 +32.4% 3위로 연간 강세는 유지",-1.0,2.1,-10.0,3.4,32.4,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,"5G통신 -0.3%, 1M -12.8%로 성장주 조정 동참. YTD26 +37.7%로 2위",-0.3,3.1,-12.8,-5.7,37.7,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"신에너지차 -1.1%, 3M -18.4%·YTD26 -11.2% 부진 지속. 홍콩 니오 신저가와 같은 방향",-1.1,1.3,2.4,-18.4,-11.2,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"방산 -0.7%, 3M -17.1%·YTD26 -16.4%로 하위권. 신고가 종목 없음",-0.7,1.1,0.4,-17.1,-16.4,12,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"태양광 -2.2%, 3M -22.1%로 13개 중 최악. 공급과잉 부담 지속 추정",-2.2,2.1,1.5,-22.1,-10.3,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"백주 +0.7%로 당일 상위, 1M +7.9%. 다만 YTD26 -16.2%로 소비 회복은 미확인",0.7,3.5,7.9,-1.3,-16.2,11,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"은행 +0.4%, 성장주 조정기 방어 수급 유입. 1M +1.6%로 상대 강세",0.4,-0.2,1.6,3.1,-2.4,5,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,"유색금속 -3.7%로 당일 최하위, 1주 -2.5%. 1M +7.5%로 직전 급등분 되돌림 성격",-3.7,-2.5,7.5,-8.3,-3.0,6,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"부동산 -2.4%, YTD26 -17.3%로 13개 중 최하위. 반등 신호 미확인",-2.4,2.7,3.8,-13.5,-17.3,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"증권 +0.4%, 지수 약세에도 방어. 1M -2.6%로 거래대금 둔화 반영 추정",0.4,0.5,-2.6,5.1,-9.1,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"의약 보합(0.0%), 1주 +5.8%·3M +12.6% 순환매 유입. 팜아론 A주 신고가와 정합",0.0,5.8,5.8,12.6,6.1,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"소비 +0.1%, 1M +4.3%로 완만한 회복. YTD26 -13.7%로 절대 수준은 여전히 부진",0.1,2.2,4.3,-3.4,-13.7,10,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
