구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(TTM),PBR,60일,52주,이유,시장
신저가,NEW,ON US Equity,ON Semiconductor Corporation,Electronic Technology,78.86,-6.55,30.7,56.2,4.2,O,,,미국
신저가,NEW,ETN US Equity,"Eaton Corporation, PLC",Producer Manufacturing,361.88,-6.31,140.5,35.4,7.1,O,,,미국
신저가,NEW,ASTS US Equity,"AST SpaceMobile, Inc.",Communications,53.03,-6.22,20.6,,7.6,O,,,미국
신저가,NEW,QXO US Equity,"QXO, Inc.",Distribution Services,13.4,-5.96,13.9,,1.0,O,O,,미국
신저가,NEW,CMI US Equity,Cummins Inc.,Producer Manufacturing,606.0,-5.55,83.6,31.5,6.8,O,,,미국
신저가,NEW,CARR US Equity,Carrier Global Corporation,Producer Manufacturing,59.92,-5.13,49.8,42.2,3.8,O,,,미국
신저가,NEW,TXT US Equity,Textron Inc.,Electronic Technology,85.65,-4.79,14.9,16.2,1.8,O,,,미국
신저가,NEW,CSL US Equity,Carlisle Companies Incorporated,Producer Manufacturing,334.54,-3.79,13.5,19.5,8.2,O,,,미국
신저가,NEW,SAIA US Equity,"Saia, Inc.",Transportation,394.44,-3.79,10.5,41.4,4.0,O,,,미국
신저가,NEW,ADI US Equity,"Analog Devices, Inc.",Electronic Technology,353.37,-3.41,172.1,52.5,5.1,O,,,미국
신저가,NEW,AA US Equity,Alcoa Corporation,Non-Energy Minerals,42.88,-3.34,11.3,8.8,,O,,,미국
신저가,NEW,APG US Equity,APi Group Corporation,Industrial Services,38.45,-2.24,16.8,,4.8,O,,,미국
신저가,NEW,TXN US Equity,Texas Instruments Incorporated,Electronic Technology,271.3,-2.08,247.8,41.3,13.8,O,,,미국
신저가,NEW,NI US Equity,NiSource Inc,Utilities,44.81,-2.01,21.5,22.3,2.2,O,,,미국
신저가,NEW,CSGP US Equity,"CoStar Group, Inc.",Technology Services,29.83,-1.65,12.2,164.2,,O,O,,미국
신저가,NEW,DTM US Equity,"DT Midstream, Inc.",Industrial Services,135.95,-1.56,13.9,30.1,2.9,O,,,미국
신저가,NEW,UTHR US Equity,United Therapeutics Corporation,Health Technology,524.7,0.2,22.3,19.4,3.7,O,,,미국
신저가,OLD,VRT US Equity,"Vertiv Holdings, LLC",Electronic Technology,223.04,-17.26,85.7,56.0,20.2,O,,버티브(데이터센터 전력·냉각): 2Q매출 $3.27B 컨센 $3.38B 미달·공급망 타이밍 이슈로 급락,미국
신저가,OLD,INIO US Equity,INNIO N.V.,Producer Manufacturing,21.77,-16.97,16.3,,78.0,O,O,이니오(산업용 엔진·에너지솔루션): 2Q매출 +42% 상회했으나 마진 우려로 실적발표 후 급락,미국
신저가,OLD,ONTO US Equity,Onto Innovation Inc.,Electronic Technology,218.31,-9.75,10.9,101.3,5.1,O,,온투이노베이션(반도체 계측장비): 8/6 실적발표 앞두고 반도체장비 섹터 전반 매도·중국경쟁 우려,미국
신저가,OLD,CRWV US Equity,"CoreWeave, Inc.",Technology Services,60.82,-9.63,33.2,,6.8,O,O,,미국
신저가,OLD,ENTG US Equity,"Entegris, Inc.",Producer Manufacturing,107.01,-9.44,16.3,61.7,4.0,O,,(전일) (반도체 소재·CMP): 섹터 약세 속 AI칩 지출 둔화 우려로 낙폭 지속,미국
신저가,OLD,NVMI US Equity,Nova Ltd.,Electronic Technology,366.91,-8.8,11.7,46.0,8.4,O,,"(전일) (반도체 계측장비): 개별 뉴스 없음, SMH -3% 섹터 약세 동반 하락(수급)",미국
신저가,OLD,COHR US Equity,Coherent Corp.,Electronic Technology,222.05,-8.75,43.4,106.0,4.1,O,,"(전일) (광통신 부품·레이저): 코닝 가이던스 쇼크발 광통신 섹터 연쇄 하락, AI투자 ROI 우려",미국
신저가,OLD,RKLB US Equity,Rocket Lab Corporation,Electronic Technology,58.6,-8.28,35.1,,14.9,O,,,미국
신저가,OLD,MTSI US Equity,"MACOM Technology Solutions Holdings, Inc.",Electronic Technology,228.71,-8.23,17.4,99.2,12.3,O,,,미국
신저가,OLD,MTZ US Equity,"MasTec, Inc.",Industrial Services,287.42,-8.01,22.7,50.2,6.9,O,,,미국
신저가,OLD,FN US Equity,Fabrinet,Electronic Technology,414.5,-7.83,14.9,35.6,6.4,O,,,미국
신저가,OLD,LITE US Equity,Lumentum Holdings Inc.,Producer Manufacturing,602.35,-7.61,46.9,111.8,14.5,O,,,미국
신저가,OLD,TSEM US Equity,Tower Semiconductor Ltd.,Electronic Technology,187.84,-7.46,21.0,87.2,7.1,O,,(전일) (파운드리·아날로그 반도체): 코닝 쇼크 촉발 AI 인프라 섹터 급매도 동반 하락(실적 8/4),미국
신저가,OLD,DY US Equity,"Dycom Industries, Inc.",Industrial Services,371.92,-7.45,11.2,35.4,5.9,O,,,미국
신저가,OLD,BWXT US Equity,"BWX Technologies, Inc.",Electronic Technology,157.44,-7.21,14.4,42.0,11.3,O,,,미국
신저가,OLD,CAT US Equity,"Caterpillar, Inc.",Producer Manufacturing,782.71,-6.91,360.5,38.9,19.3,O,,,미국
신저가,OLD,FIX US Equity,"Comfort Systems USA, Inc.",Industrial Services,1519.96,-6.54,53.5,37.4,16.6,O,,,미국
신저가,OLD,AMKR US Equity,"Amkor Technology, Inc.",Electronic Technology,42.73,-6.48,10.6,19.2,2.3,O,,(전일) (반도체 패키징 OSAT): 2Q 실적 비트에도 3Q 매출 가이던스 컨센 -4% 하회로 -25% 급락,미국
신저가,OLD,TTMI US Equity,"TTM Technologies, Inc.",Electronic Technology,101.77,-6.37,10.6,55.3,5.8,O,,"(전일) (인쇄회로기판 PCB): 전자부품 제조 섹터 광범위 매물 출회, 섹터 수급 악화로 신저가",미국
신저가,OLD,LSCC US Equity,Lattice Semiconductor Corporation,Electronic Technology,112.96,-5.91,15.5,795.5,20.9,O,,,미국
신저가,OLD,SITM US Equity,SiTime Corporation,Electronic Technology,462.16,-5.89,12.2,,10.5,O,,(전일) (반도체 타이밍칩): 반도체 섹터(SMH -3%) AI칩 밸류 우려 매도세,미국
신저가,OLD,CIEN US Equity,Ciena Corporation,Electronic Technology,330.37,-5.75,46.8,110.0,16.2,O,,,미국
신저가,OLD,NVT US Equity,nVent Electric plc,Electronic Technology,133.61,-5.74,21.6,44.9,5.7,O,,,미국
신저가,OLD,MCHP US Equity,Microchip Technology Incorporated,Electronic Technology,71.37,-5.73,38.8,330.6,6.0,O,,,미국
신저가,OLD,IONQ US Equity,"IonQ, Inc.",Electronic Technology,31.99,-5.58,11.9,,2.4,O,,,미국
신저가,OLD,JBL US Equity,Jabil Inc.,Producer Manufacturing,287.14,-5.22,30.1,35.8,22.8,O,,,미국
신저가,OLD,INTC US Equity,Intel Corporation,Electronic Technology,81.88,-5.12,413.0,,4.7,O,,,미국
신저가,OLD,QNT US Equity,Quantinuum Inc.,Electronic Technology,47.34,-4.9,12.4,,481.8,O,O,,미국
신저가,OLD,EME US Equity,"EMCOR Group, Inc.",Industrial Services,672.48,-4.72,29.9,22.5,7.7,O,,,미국
신저가,OLD,PWR US Equity,"Quanta Services, Inc.",Industrial Services,561.14,-4.63,84.2,77.0,9.3,O,,,미국
신저가,OLD,QCOM US Equity,QUALCOMM Incorporated,Electronic Technology,155.68,-4.42,164.1,16.9,6.0,O,,,미국
신저가,OLD,GFS US Equity,GlobalFoundries Inc.,Electronic Technology,47.07,-3.98,25.8,33.8,2.2,O,,(전일) (반도체 파운드리): 내부자 주식매도 공시·고평가 논란 속 반도체 조정 연장,미국
신저가,OLD,Q US Equity,"Qnity Electronics, Inc.",Electronic Technology,123.39,-3.52,25.8,39.8,3.6,O,,,미국
신저가,OLD,TSLA US Equity,"Tesla, Inc.",Consumer Durables,298.32,-2.97,1178.2,277.2,13.6,O,O,,미국
신저가,OLD,NXT US Equity,Nextpower Inc.,Electronic Technology,92.67,-2.81,14.1,24.2,5.9,O,,,미국
신저가,OLD,KEYS US Equity,Keysight Technologies Inc.,Electronic Technology,296.72,-2.77,50.7,48.9,8.0,O,,,미국
신저가,OLD,ECHO US Equity,EchoStar Corporation,Communications,83.89,-2.37,24.3,,4.3,O,,,미국
신저가,OLD,BE US Equity,Bloom Energy Corporation,Electronic Technology,163.75,-1.85,46.6,223.1,29.8,O,,"(전일) (연료전지 분산발전): 숏셀러 공급망 의혹·데이터센터 프로젝트 지연 우려로 약세, 실적 전 하락",미국
신저가,OLD,MAIR US Equity,Madison Air Solutions Corporation,Producer Manufacturing,31.64,-1.8,15.9,,1429.1,O,O,,미국
신저가,OLD,HAL US Equity,Halliburton Company,Industrial Services,31.19,-0.13,26.0,16.3,2.4,O,,(전일) (유전서비스): 실적 상회에도 에너지 섹터 약세·유가 불확실성으로 하락,미국
신고가,NEW,MANH US Equity,"Manhattan Associates, Inc.",Technology Services,204.02,21.32,12.1,58.5,75.5,O,,맨해튼어소시에이츠(공급망·WMS 소프트웨어): 2Q 클라우드매출 +26%·EPS 6%상회·연간가이던스 상향,미국
신고가,NEW,GEHC US Equity,GE HealthCare Technologies Inc.,Health Technology,71.9,12.15,32.7,17.2,3.1,O,,GE헬스케어(의료영상·진단장비): 2Q매출 53억달러·EPS 8%상회·수주 +11%·연간가이던스 재확인,미국
신고가,NEW,CLH US Equity,"Clean Harbors, Inc.",Industrial Services,326.34,7.47,17.2,44.2,6.2,O,O,클린하버스(산업폐기물 처리): 2Q매출 +12%·EBITDA마진 역대최고 23.6%·6억달러 10년 신규계약,미국
신고가,NEW,SNOW US Equity,Snowflake Inc.,Technology Services,282.9,4.64,98.1,,50.6,O,O,스노우플레이크(클라우드 데이터플랫폼): 웰스파고 목표가 $320→$500 상향·AI에이전트 지출 가속 논거,미국
신고가,NEW,BXP US Equity,"BXP, Inc.",Finance,72.97,4.3,11.6,36.6,2.2,O,,BXP(오피스 리츠): 2Q FFO $1.78 예상상회·연간FFO가이던스 상향·매출 +3.1%,미국
신고가,NEW,MDLZ US Equity,"Mondelez International, Inc.",Consumer Non-Durables,64.99,4.02,83.4,23.8,3.1,O,O,,미국
신고가,NEW,DOCU US Equity,"DocuSign, Inc.",Technology Services,58.17,3.93,11.1,37.8,6.2,O,,,미국
신고가,NEW,ELAN US Equity,Elanco Animal Health Incorporated,Health Technology,26.39,3.41,13.2,,2.0,O,,,미국
신고가,NEW,IOT US Equity,Samsara Inc.,Technology Services,38.75,3.33,22.6,399.1,15.0,O,,,미국
신고가,NEW,UMBF US Equity,UMB Financial Corporation,Finance,148.27,2.98,11.3,12.3,1.5,O,O,,미국
신고가,NEW,BJ US Equity,"BJ's Wholesale Club Holdings, Inc.",Retail Trade,99.99,2.91,12.8,23.0,6.0,O,,,미국
신고가,NEW,CDW US Equity,CDW Corporation,Technology Services,147.92,2.7,18.9,18.0,7.4,O,,,미국
신고가,NEW,NWS US Equity,News Corporation,Consumer Services,32.64,2.61,16.5,43.6,2.1,O,,,미국
신고가,NEW,ELS US Equity,"Equity Lifestyle Properties, Inc.",Finance,67.65,2.47,13.1,32.9,7.5,O,,,미국
신고가,NEW,NWSA US Equity,News Corporation,Consumer Services,28.82,2.27,16.5,38.5,1.8,O,,,미국
신고가,NEW,IEX US Equity,IDEX Corporation,Producer Manufacturing,229.52,2.17,17.0,33.9,4.2,O,O,,미국
신고가,NEW,PAA US Equity,"Plains All American Pipeline, L.P.",Industrial Services,24.89,1.88,17.6,18.6,2.3,O,O,,미국
신고가,NEW,LAMR US Equity,Lamar Advertising Company,Finance,164.33,1.31,16.7,30.3,17.2,O,O,,미국
신고가,NEW,FWONK US Equity,Liberty Media Corporation - Series C Liberty Formula One,Technology Services,101.89,0.68,25.3,32.7,3.3,O,,,미국
신고가,NEW,FWONA US Equity,Liberty Media Corporation - Series A Liberty Formula One,Technology Services,93.5,0.65,25.3,30.0,3.0,O,,,미국
신고가,NEW,GEN US Equity,Gen Digital Inc.,Technology Services,27.63,0.18,16.6,17.5,6.3,O,,,미국
신고가,NEW,SUN US Equity,Sunoco LP,Distribution Services,76.47,-0.04,15.7,19.4,1.5,O,O,,미국
신고가,NEW,CB US Equity,Chubb Limited,Finance,361.9,-0.44,140.4,12.8,1.9,O,O,,미국
신고가,NEW,AIZ US Equity,"Assurant, Inc.",Finance,281.0,-0.73,13.9,14.3,2.4,O,O,,미국
신고가,NEW,PFG US Equity,Principal Financial Group Inc,Finance,113.18,-0.8,24.4,16.1,2.0,O,O,,미국
신고가,NEW,DASH US Equity,"DoorDash, Inc.",Transportation,193.53,-1.02,84.3,92.2,8.3,O,,,미국
신고가,NEW,WAT US Equity,Waters Corporation,Health Technology,379.48,-1.15,37.3,48.3,2.4,O,,,미국
신고가,NEW,AER US Equity,AerCap Holdings N.V.,Finance,148.63,-3.54,23.4,6.5,1.3,O,O,,미국
신고가,OLD,GRMN US Equity,Garmin Ltd.,Electronic Technology,294.83,16.23,56.9,32.9,6.1,O,O,가민(GPS·웨어러블기기): 2Q매출 $2.02B 상회·피트니스 +25%·FY EPS가이던스 $10.00으로 상향,미국
신고가,OLD,WDAY US Equity,"Workday, Inc.",Technology Services,168.01,5.21,41.5,52.4,6.3,O,,"(전일) (HR·재무 SaaS): AI 에이전트 모멘텀·저평가 부각, 소프트웨어 섹터 반등 동반 급등",미국
신고가,OLD,ROP US Equity,"Roper Technologies, Inc.",Technology Services,408.07,4.39,41.2,16.9,2.2,O,,,미국
신고가,OLD,GIB US Equity,CGI Inc.,Technology Services,74.5,4.34,15.6,13.5,2.2,O,,,미국
신고가,OLD,ADP US Equity,"Automatic Data Processing, Inc.",Technology Services,273.37,3.48,109.3,25.5,17.2,O,,,미국
신고가,OLD,VEEV US Equity,Veeva Systems Inc.,Technology Services,207.91,3.33,33.8,37.0,4.6,O,,,미국
신고가,OLD,BSY US Equity,"Bentley Systems, Incorporated",Technology Services,36.96,3.12,11.2,42.2,9.2,O,,,미국
신고가,OLD,TRI US Equity,Thomson Reuters Corp,Technology Services,106.34,2.95,46.4,31.5,4.0,O,,,미국
신고가,OLD,EXPE US Equity,"Expedia Group, Inc.",Consumer Services,304.27,2.87,36.5,26.8,63.4,O,O,익스피디아(온라인여행플랫폼): 제프리스 목표가 상향·알리전트항공 독점파트너십·실적기대 선반영,미국
신고가,OLD,SIRI US Equity,SiriusXM Holdings Inc.,Consumer Services,32.59,2.87,11.0,13.5,0.9,O,O,(전일) (위성라디오): 분기배당 $0.27 선언·2Q 이익 개선 기대 선반영,미국
신고가,OLD,MRSH US Equity,Marsh,Finance,197.59,2.81,94.3,24.2,6.2,O,,,미국
신고가,OLD,FICO US Equity,Fair Isaac Corporation,Commercial Services,1373.08,2.76,31.8,43.5,,O,,,미국
신고가,OLD,SOLV US Equity,Solventum Corporation,Health Services,88.55,2.76,15.3,10.8,3.1,O,O,솔벤텀(의료기기·헬스IT): UBS 투자의견 중립→매수 상향·8/5 실적발표 앞두고 애널리스트 낙관,미국
신고가,OLD,PAYX US Equity,"Paychex, Inc.",Technology Services,122.13,2.74,43.4,25.0,11.6,O,,,미국
신고가,OLD,DPZ US Equity,Domino's Pizza Inc,Consumer Services,360.0,2.72,11.9,20.4,,O,,,미국
신고가,OLD,SJM US Equity,The J.M. Smucker Company,Consumer Non-Durables,126.35,2.69,13.5,,2.4,O,O,"(전일) (식품소비재): 배당 2% 인상·실적 호조 흐름 지속, 방어주 선호",미국
신고가,OLD,JKHY US Equity,"Jack Henry & Associates, Inc.",Technology Services,161.15,2.36,11.4,22.5,5.4,O,,,미국
신고가,OLD,CPAY US Equity,"Corpay, Inc.",Commercial Services,392.85,2.22,25.7,23.5,7.4,O,O,,미국
신고가,OLD,BF/B US Equity,Brown Forman Inc,Consumer Non-Durables,29.52,2.15,13.6,19.3,3.4,O,,,미국
신고가,OLD,TXRH US Equity,"Texas Roadhouse, Inc.",Consumer Services,209.16,2.14,13.7,33.4,9.1,O,O,(전일) (캐주얼다이닝): 다수 증권사 목표가 상향(웰스파고 $220)·소고기값 완화 기대,미국
신고가,OLD,GDDY US Equity,GoDaddy Inc.,Technology Services,105.1,2.12,13.9,16.6,58.8,O,,,미국
신고가,OLD,STE US Equity,STERIS plc (Ireland),Health Technology,234.83,1.95,22.9,29.6,3.2,O,,,미국
신고가,OLD,BF/A US Equity,Brown Forman Inc,Consumer Non-Durables,29.87,1.95,13.6,19.6,3.4,O,,,미국
신고가,OLD,IQV US Equity,"IQVIA Holdings, Inc.",Health Technology,247.56,1.9,41.3,30.7,6.6,O,O,"(전일) (임상시험 CRO): 2Q26 매출 $43.7억(+8.7%)·조정EPS $3.15 비트, 연간 가이던스 상향으로 급등",미국
신고가,OLD,CTVA US Equity,"Corteva, Inc.",Process Industries,90.51,1.75,60.5,53.2,2.5,O,O,,미국
신고가,OLD,BRO US Equity,"Brown & Brown, Inc.",Finance,74.87,1.66,25.1,23.7,2.0,O,,,미국
신고가,OLD,BIP US Equity,Brookfield Infrastructure Partners LP Limited Partnership,Utilities,42.62,1.65,19.6,58.1,4.2,O,O,,미국
신고가,OLD,BAX US Equity,Baxter International Inc.,Health Technology,24.77,1.64,12.8,,2.1,O,O,,미국
신고가,OLD,SYK US Equity,Stryker Corporation,Health Technology,352.25,1.63,135.0,40.8,5.9,O,,,미국
신고가,OLD,HIG US Equity,"The Hartford Insurance Group, Inc.",Finance,145.68,1.58,39.5,9.4,2.1,O,O,,미국
신고가,OLD,PAG US Equity,"Penske Automotive Group, Inc.",Retail Trade,223.44,1.56,14.7,16.7,2.6,O,O,,미국
신고가,OLD,AJG US Equity,Arthur J. Gallagher & Co.,Finance,268.91,1.36,69.1,43.4,2.9,O,,,미국
신고가,OLD,BDX US Equity,"Becton, Dickinson and Company",Health Technology,168.4,1.24,46.4,42.7,1.9,O,,,미국
신고가,OLD,TGT US Equity,Target Corporation,Retail Trade,145.9,1.18,66.3,19.3,4.0,O,O,,미국
신고가,OLD,KHC US Equity,The Kraft Heinz Company,Consumer Non-Durables,27.62,1.17,32.8,,0.8,O,,,미국
신고가,OLD,RYAN US Equity,"Ryan Specialty Holdings, Inc.",Finance,46.48,1.02,12.3,63.2,9.4,O,,,미국
신고가,OLD,BKNG US Equity,Booking Holdings Inc. Common Stock,Consumer Services,201.3,1.0,156.0,26.5,,O,,,미국
신고가,OLD,PFGC US Equity,Performance Food Group Company,Transportation,116.65,0.97,18.3,55.7,3.9,O,O,,미국
신고가,OLD,GPN US Equity,Global Payments Inc.,Finance,88.27,0.93,24.1,23.5,1.0,O,,(전일) (결제솔루션): 모건스탠리 업그레이드 이후 연속 강세 지속,미국
신고가,OLD,KO US Equity,Coca-Cola Company (The),Consumer Non-Durables,89.08,0.92,383.3,26.8,10.6,O,O,,미국
신고가,OLD,NTNX US Equity,"Nutanix, Inc.",Technology Services,59.57,0.88,16.1,62.4,,O,,,미국
신고가,OLD,TOST US Equity,"Toast, Inc.",Technology Services,32.6,0.8,18.9,49.9,9.5,O,,,미국
신고가,OLD,BBY US Equity,"Best Buy Co., Inc.",Retail Trade,90.17,0.78,19.0,16.7,6.2,O,O,,미국
신고가,OLD,CTAS US Equity,Cintas Corporation,Commercial Services,216.53,0.76,86.6,44.1,16.9,O,,,미국
신고가,OLD,ALL US Equity,Allstate Corporation (The),Finance,274.39,0.72,70.6,6.1,2.4,O,O,,미국
신고가,OLD,ABT US Equity,Abbott Laboratories,Health Technology,108.0,0.68,188.1,34.9,3.7,O,,,미국
신고가,OLD,BR US Equity,"Broadridge Financial Solutions, Inc.",Technology Services,159.2,0.64,18.4,17.0,6.5,O,,,미국
신고가,OLD,DVA US Equity,DaVita Inc.,Health Services,240.96,0.63,15.5,23.1,,O,O,,미국
신고가,OLD,V US Equity,Visa Inc.,Finance,368.73,0.58,694.7,32.3,20.1,O,O,,미국
신고가,OLD,PRI US Equity,"Primerica, Inc.",Finance,323.43,0.56,10.1,13.6,4.0,O,O,,미국
신고가,OLD,SSNC US Equity,"SS&C Technologies Holdings, Inc.",Technology Services,78.31,0.53,18.9,22.5,,O,,"(전일) (금융소프트웨어): 2Q 조정EPS $1.76 사상최대, 유기성장 7.6%·가이던스 상향",미국
신고가,OLD,CBRE US Equity,CBRE Group Inc,Finance,147.78,0.5,43.3,33.7,5.1,O,,,미국
신고가,OLD,EXR US Equity,Extra Space Storage Inc,Finance,152.85,0.42,32.3,34.6,2.4,O,O,,미국
신고가,OLD,VRSK US Equity,"Verisk Analytics, Inc.",Technology Services,213.15,0.42,27.9,32.5,,O,,,미국
신고가,OLD,ORI US Equity,Old Republic International Corporation,Finance,44.59,0.41,10.9,9.8,,O,,,미국
신고가,OLD,ROST US Equity,"Ross Stores, Inc.",Retail Trade,251.96,0.37,80.8,35.1,12.8,O,O,,미국
신고가,OLD,VLTO US Equity,Veralto Corp,Producer Manufacturing,98.83,0.37,24.3,24.9,,O,,,미국
신고가,OLD,BURL US Equity,"Burlington Stores, Inc.",Retail Trade,371.13,0.3,23.4,38.1,12.7,O,O,,미국
신고가,OLD,HST US Equity,"Host Hotels & Resorts, Inc.",Finance,25.54,0.27,17.5,17.4,2.6,O,O,,미국
신고가,OLD,LTH US Equity,"Life Time Group Holdings, Inc.",Consumer Services,45.7,0.15,10.2,26.8,3.2,O,O,,미국
신고가,OLD,MGA US Equity,"Magna International, Inc.",Producer Manufacturing,69.1,0.12,18.8,29.2,1.6,O,O,,미국
신고가,OLD,MA US Equity,Mastercard Incorporated,Finance,563.32,0.1,497.7,32.6,74.4,O,,,미국
신고가,OLD,PYPL US Equity,"PayPal Holdings, Inc.",Commercial Services,58.35,0.05,51.5,11.0,2.5,O,,,미국
신고가,OLD,ABBV US Equity,AbbVie Inc.,Health Technology,263.3,0.04,465.2,129.9,,O,O,,미국
신고가,OLD,EFX US Equity,"Equifax, Inc.",Commercial Services,187.05,0.02,22.0,32.9,5.0,O,,,미국
신고가,OLD,MTD US Equity,"Mettler-Toledo International, Inc.",Health Technology,1388.33,-0.0,28.1,32.6,,O,,,미국
신고가,OLD,WTRG US Equity,"Essential Utilities, Inc.",Utilities,40.7,-0.02,11.5,20.7,1.7,O,,,미국
신고가,OLD,TECH US Equity,Bio-Techne Corp,Health Technology,72.03,-0.06,11.3,103.5,5.4,O,O,,미국
신고가,OLD,ABNB US Equity,"Airbnb, Inc.",Technology Services,153.01,-0.07,92.2,37.7,11.9,O,O,,미국
신고가,OLD,WTW US Equity,Willis Towers Watson Public Limited Company,Finance,315.93,-0.07,29.8,18.5,3.7,O,,,미국
신고가,OLD,CFR US Equity,"Cullen/Frost Bankers, Inc.",Finance,166.93,-0.08,10.5,16.3,2.4,O,O,,미국
신고가,OLD,MCK US Equity,McKesson Corporation,Distribution Services,888.56,-0.11,104.0,23.1,,O,,,미국
신고가,OLD,VTRS US Equity,Viatris Inc.,Health Technology,17.82,-0.22,20.9,,1.4,O,O,,미국
신고가,OLD,SEIC US Equity,SEI Investments Company,Finance,102.88,-0.25,12.3,18.2,4.9,O,O,,미국
신고가,OLD,COR US Equity,"Cencora, Inc.",Distribution Services,318.61,-0.3,62.0,24.4,18.2,O,,,미국
신고가,OLD,PSA US Equity,Public Storage,Finance,329.44,-0.31,61.4,34.0,11.9,O,O,,미국
신고가,OLD,SN US Equity,"SharkNinja, Inc.",Consumer Durables,159.22,-0.39,22.5,32.1,8.2,O,O,,미국
신고가,OLD,NDAQ US Equity,"Nasdaq, Inc.",Finance,95.55,-0.43,53.4,27.8,4.5,O,,,미국
신고가,OLD,SPG US Equity,"Simon Property Group, Inc.",Finance,235.61,-0.46,76.4,43.1,15.9,O,O,,미국
신고가,OLD,MET US Equity,"MetLife, Inc.",Finance,97.02,-0.48,62.4,18.8,2.3,O,O,,미국
신고가,OLD,PNFP US Equity,"Pinnacle Financial Partners, Inc.",Finance,104.74,-0.48,15.8,14.4,1.1,O,,,미국
신고가,OLD,RNR US Equity,RenaissanceRe Holdings Ltd.,Finance,332.61,-0.49,13.8,5.7,1.3,O,O,,미국
신고가,OLD,ZBRA US Equity,Zebra Technologies Corporation,Electronic Technology,282.98,-0.5,13.5,34.2,3.9,O,,"(전일) (산업용 바코드·모바일컴퓨터): 소프트웨어·AI분석 수요 회복 기대, 목표가 연속 상향으로 신고가",미국
신고가,OLD,AAPL US Equity,Apple Inc.,Electronic Technology,338.19,-0.56,4967.1,40.9,46.6,O,O,,미국
신고가,OLD,FDS US Equity,FactSet Research Systems Inc.,Commercial Services,282.04,-0.64,10.0,18.6,5.0,O,,,미국
신고가,OLD,AFL US Equity,AFLAC Incorporated,Finance,128.67,-0.68,65.5,14.6,2.2,O,O,,미국
신고가,OLD,JLL US Equity,Jones Lang LaSalle Incorporated,Finance,340.0,-0.9,15.8,18.3,2.2,O,,,미국
신고가,OLD,GM US Equity,General Motors Company,Consumer Durables,89.4,-1.0,78.4,45.1,1.3,O,O,"(전일) (완성차): 2Q EPS $3.57 예상 상회·연간 가이던스 상향, EV 손실 축소",미국
신고가,OLD,NBIX US Equity,"Neurocrine Biosciences, Inc.",Health Technology,180.79,-1.12,18.2,27.8,5.3,O,O,,미국
신고가,OLD,FNF US Equity,"Fidelity National Financial, Inc.",Finance,53.45,-1.2,14.4,19.0,2.0,O,,,미국
신고가,OLD,RPRX US Equity,Royalty Pharma plc,Health Technology,59.18,-1.32,34.1,31.0,3.8,O,O,,미국
신고가,OLD,LPLA US Equity,LPL Financial Holdings Inc.,Finance,337.78,-1.35,27.0,30.2,4.8,O,,,미국
신고가,OLD,SCHW US Equity,Charles Schwab Corporation (The),Finance,104.47,-1.42,181.7,19.0,,O,,,미국
