시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1628 JP,운수·물류,,-0.2,4.7,9.1,0.7,3.2,12,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,2.0,6.4,4.7,-3.6,15.5,9,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,-1.2,1.1,4.1,1.7,3.2,12,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,2.2,2.9,8.0,24.5,48.2,1,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,0.9,5.6,6.7,16.5,30.9,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,-0.4,1.5,5.8,-7.7,-0.2,16,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,-1.0,1.0,4.9,-4.3,-1.1,1,32.8,1,24.8,2,-11.9,2,-14.4,1,-13.5,1,-1.2,1.0
홍콩,2828 HK,H주(중국기업),,-1.3,0.9,4.6,-6.0,-6.3,2,26.2,2,32.1,1,-12.8,3,-17.8,2,-23.6,2,-2.0,2.0
홍콩,3033 HK,항셍테크,,-3.0,-1.5,2.6,-7.5,-15.0,3,22.7,3,18.9,3,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,"반도체 +0.7%. 전자기술 순강도+3, AI반도체 강세. 화훙반도체 장중 신고가 터치",0.7,-6.5,-8.3,39.3,57.4,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.2,5.0
중국A,515000 CH,테크(科技),"테크 -2.0%. 기술주 전반 조정, 성장주 소프트",-2.0,-7.1,-12.2,19.6,36.7,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,44.0,6.0
중국A,515050 CH,5G통신,"5G통신 -4.2%(1D 최약). 통신장비 급락, 성장 테마 매도",-4.2,-11.5,-20.9,8.6,39.8,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,19.3,8.0
중국A,515030 CH,신에너지차,"신에너지차 -1.7%. 부진 지속, 3M -22.9% 약세 흐름",-1.7,-4.3,-17.5,-22.9,-17.0,10,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"방산 -0.6%. 약세, 3M -24% 낙폭 확대 국면",-0.6,-5.2,-13.5,-24.0,-21.1,12,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"태양광 +0.6%. 소폭 반등, 다만 3M -24.5% 약세 지속",0.6,-3.5,-17.8,-24.5,-14.8,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"백주 +1.2%. 소비 반등, 1M +7.8% 저평가 매수",1.2,3.4,7.8,-11.2,-19.8,11,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,302.8,1.0
중국A,512800 CH,은행,"은행 +1.1%. 금융 방어 강세, 배당 매력 부각",1.1,1.1,2.7,-0.7,-2.9,5,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,1.2,10.0
중국A,512400 CH,유색금속,"유색금속 +3.4%(1D 최강). 구리값 급등, 시부광업 +7.8% 견인",3.4,1.7,-10.5,-18.9,-8.3,7,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,41.8,7.0
중국A,512200 CH,부동산,부동산 +1.2%. 반등하나 3M -17.2% 약세 국면 유지,1.2,-3.1,-6.1,-17.2,-22.7,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-6.6,11.0
중국A,512880 CH,증권,"증권 -0.8%. 소폭 약세, 거래대금 관망",-0.8,-1.4,-1.5,3.6,-8.0,6,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"의약 +0.3%. 보합권, 1M +13.2% 반등 흐름 유지",0.3,-0.5,13.2,3.3,-0.3,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,58.4,4.0
중국A,159928 CH,소비(消费),"소비 +0.6%. 소폭 강세, 1M +9.1% 회복 지속",0.6,2.6,9.1,-9.3,-15.1,9,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,72.7,2.0
