시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1630 JP,소매,,0.3,-1.2,2.9,0.5,2.5,15.0,16.8,12.0,23.4,4.0,16.4,16.0,10.2,9.0,-4.4,15.0,8.7,4.0
일본,1631 JP,은행,,-0.4,2.6,13.6,29.1,50.7,1.0,44.8,2.0,50.4,1.0,33.2,8.0,38.3,1.0,26.7,4.0,-16.3,15.0
일본,1632 JP,금융(은행외),,1.4,3.8,12.0,18.1,32.0,3.0,21.4,10.0,49.0,2.0,27.2,10.0,13.7,6.0,22.6,6.0,-3.6,10.0
일본,1633 JP,부동산,,-0.4,-1.9,5.4,-10.8,-2.2,16.0,41.6,4.0,13.9,12.0,23.6,11.0,4.4,11.0,6.8,10.0,-13.3,14.0
홍콩,2800 HK,항셍지수,,,,,,,,,,,,,,,,,,,
홍콩,2828 HK,H주(중국기업),,,,,,,,,,,,,,,,,,,
홍콩,3033 HK,항셍테크,,,,,,,,,,,,,,,,,,,
중국A,512480 CH,반도체,"반도체: 당일 ETF 시세 수집 실패(공란). 섹터 순강도 약세(-1), AI·반도체 차익실현 추정",,,,,,,,,,,,,,,,,,
중국A,515000 CH,테크(科技),테크: 당일 ETF 시세 수집 실패(공란). 테크서비스 순강도 -1 약세 추정,,,,,,,,,,,,,,,,,,
중국A,515050 CH,5G통신,5G통신: 당일 ETF 시세 수집 실패(공란). 통신 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,515030 CH,신에너지차,신에너지차: 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512660 CH,방산(军工),방산: 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,515790 CH,태양광,태양광: 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512690 CH,백주(주류),백주(주류): 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512800 CH,은행,은행: 당일 ETF 시세 수집 실패(공란). 금융 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512400 CH,유색금속,유색금속: 당일 ETF 시세 수집 실패(공란). 비철금속 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512200 CH,부동산,부동산: 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,512880 CH,증권,증권: 당일 ETF 시세 수집 실패(공란). 지수 -1.6% 조정 속 약세 추정,,,,,,,,,,,,,,,,,,
중국A,512010 CH,의약,의약: 당일 ETF 시세 수집 실패(공란). 헬스 순강도 중립 추정,,,,,,,,,,,,,,,,,,
중국A,159928 CH,소비(消费),소비: 당일 ETF 시세 수집 실패(공란). 순강도 중립 추정,,,,,,,,,,,,,,,,,,
