구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(TTM),PBR,60일,52주,이유,시장
신고가,OLD,ADM US Equity,Archer-Daniels-Midland Company,Process Industries,86.35,-1.11,41.6,38.7,1.8,O,O,(전일) General Mills·월마트 재생농업 제휴 발표+BMO 목표가 상향,미국
신고가,OLD,BPOP US Equity,"Popular, Inc.",Finance,170.88,-1.73,11.0,11.5,1.7,O,O,,미국
신저가,NEW,6146 JP Equity,Disco Corporation,Producer Manufacturing,60890.0,-12.27,46.0,45.4,11.3,O,,,일본
신고가,NEW,3382 JP Equity,"Seven & I Holdings Co., Ltd.",Retail Trade,2146.0,3.17,29.4,17.0,1.3,O,,,일본
신고가,NEW,4502 JP Equity,Takeda Pharmaceutical Co. Ltd.,Health Technology,5648.0,2.6,53.7,,1.2,O,,,일본
신고가,NEW,9101 JP Equity,Nippon Yusen Kabushiki Kaisha,Transportation,5946.0,2.22,14.2,11.7,0.8,O,,,일본
신고가,NEW,8766 JP Equity,"Tokio Marine Holdings, Inc.",Finance,8116.0,1.99,92.5,15.8,2.8,O,O,,일본
신고가,NEW,9433 JP Equity,KDDI Corporation,Communications,2922.5,1.81,63.1,15.9,2.2,O,O,,일본
신고가,NEW,8630 JP Equity,"Sompo Holdings,Inc.",Finance,7051.0,1.51,39.1,10.1,1.2,O,O,,일본
신고가,NEW,8795 JP Equity,"T&D Holdings, Inc.",Finance,5104.0,1.09,14.8,18.3,1.5,O,O,,일본
신고가,NEW,8750 JP Equity,Daiichi Life Group. Inc.,Finance,1925.0,1.02,41.9,16.1,1.6,O,O,,일본
신고가,NEW,7186 JP Equity,"Yokohama Financial Group, Inc.",Finance,1951.5,0.54,13.5,20.7,1.5,O,O,,일본
신고가,OLD,5401 JP Equity,NIPPON STEEL CORP.,Non-Energy Minerals,616.9,1.5,19.8,188.0,0.6,O,,(전일) 닛폰스틸(일본 최대 철강): US스틸 철강가 호조·FY27 이익 1000억엔 기여 기대로 자율반등,일본
신고가,OLD,7181 JP Equity,"JAPAN POST INSURANCE Co., Ltd.",Finance,1769.0,1.14,11.5,11.6,0.5,O,O,,일본
신고가,OLD,6178 JP Equity,"JAPAN POST HOLDINGS Co., Ltd.",Finance,2485.5,1.02,42.2,19.1,0.7,O,O,,일본
신고가,OLD,8725 JP Equity,"MS&AD Insurance Group Holdings, Inc.",Finance,4898.0,0.51,43.7,9.3,1.5,O,O,"(전일) (손해보험 지주): 장기금리 상승에 보험자산 운용이익 개선 기대, 금융섹터 강세에 동반 신고가",일본
신고가,OLD,7751 JP Equity,Canon Inc.,Electronic Technology,4526.0,-0.07,26.7,13.1,1.1,O,,(전일) 캐논(카메라·사무기기·반도체 노광): 광범위 자율반등+7/27 결산 앞둔 매수,일본
신고가,OLD,7182 JP Equity,"Japan Post Bank Co., Ltd.",Finance,3442.0,-0.15,75.3,23.4,1.3,O,O,(전일) (우편계열 은행): 일본 장기금리 약 29년래 고수준(~2.8%) 이자마진 확대 기대로 금융섹터 매수 유입,일본
신저가,NEW,6869 HK Equity,Yangtze Optical Fibre and Cable Joint Stock Ltd Co Class H,Electronic Technology,121.1,-3.74,28.1,74.5,6.2,O,,,홍콩
신저가,NEW,9866 HK Equity,NIO Inc. Class A,Consumer Durables,36.66,-2.81,11.2,,16.7,O,,,홍콩
신고가,NEW,2388 HK Equity,BOC Hong Kong (Holdings) Limited,Finance,51.25,5.98,65.2,13.5,1.5,O,O,,홍콩
신고가,NEW,19 HK Equity,Swire Pacific Limited Class A,Consumer Non-Durables,94.35,1.18,14.5,44.7,0.5,O,O,,홍콩
신고가,NEW,1919 HK Equity,"COSCO SHIPPING Holdings Co., Ltd. Class H",Transportation,15.55,-0.64,33.7,7.2,0.9,O,,,홍콩
신고가,OLD,6160 HK Equity,BeOne Medicines Ltd.,Health Technology,199.2,2.79,37.1,74.2,7.7,O,,"(전일) (글로벌 항암제 개발): 비원메디슨, 특별한 뉴스 없음(브루킨사·소노로토클락스 파이프라인 모멘텀 지속 추정)",홍콩
신고가,OLD,6823 HK Equity,HKT Trust and HKT Ltd,Communications,12.86,0.7,12.3,18.4,2.6,O,,"(전일) (홍콩 통신사): HKT, 특별한 뉴스 없음(방어주 성격·AI 데이터센터 인프라 테마 수급 추정)",홍콩
신고가,OLD,293 HK Equity,Cathay Pacific Airways Limited,Transportation,14.05,-0.43,10.9,8.7,1.6,O,O,"(전일) (홍콩 국적 항공사): 캐세이퍼시픽, 상반기 순이익 60~65억 홍콩달러(전년비 최대 +76%) 예고, 여객·화물 호조",홍콩
신고가,OLD,1308 HK Equity,"SITC International Holdings Co., Ltd.",Transportation,38.62,-1.53,13.6,10.9,5.4,O,O,(전일) SITC(아시아 역내 컨테이너 해운): 컨테이너 운임 4년래 고점·중동 리스크로 역내 운임 반등 수혜,홍콩
신저가,NEW,001309 CH Equity,"Shenzhen Techwinsemi Technology Co., Ltd. Class A",Electronic Technology,399.89,-8.07,14.4,,13.7,O,,,중국A
신저가,NEW,601869 CH Equity,Yangtze Optical Fibre & Cable Joint Stock Ltd. Co. Class A,Electronic Technology,331.65,-6.87,28.1,225.9,19.3,O,,,중국A
신저가,NEW,002050 CH Equity,"Zhejiang Sanhua Intelligent Controls Co., Ltd. Class A",Producer Manufacturing,35.05,-5.75,20.3,36.2,4.5,O,,,중국A
신저가,NEW,601689 CH Equity,"Ningbo Tuopu Group Co., Ltd. Class A",Producer Manufacturing,45.62,-5.29,12.4,28.7,3.2,O,,,중국A
신저가,NEW,600930 CH Equity,Huadian New Energy Group Corporation Limited Class A,Utilities,4.16,-4.81,26.9,,1.6,O,O,,중국A
신저가,NEW,002230 CH Equity,"iflytek Co., Ltd. Class A",Technology Services,38.88,-3.98,13.2,103.2,4.8,O,O,,중국A
신고가,NEW,601919 CH Equity,"COSCO SHIPPING Holdings Co., Ltd. Class A",Transportation,15.32,0.33,33.8,9.4,1.0,O,,,중국A
신고가,NEW,603296 CH Equity,"Huaqin Co., Ltd. Class A",Electronic Technology,88.19,-0.78,15.1,29.2,4.7,O,O,,중국A
신고가,NEW,001965 CH Equity,"China Merchants Expressway Network & Technology Holdings Co., Ltd. Class A",Transportation,10.17,-0.88,10.3,14.9,1.0,O,,,중국A
