시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
일본,1632 JP,금융(은행외),,1.5,-3.8,2.5,15.8,29.4,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,1.0,-7.6,-5.6,-11.9,-5.4,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,-0.5,2.0,9.3,0.3,1.9,1,27.4,1,17.9,3,-13.7,2,-15.3,1,-14.2,1,-3.7,1.0
홍콩,2828 HK,H주(중국기업),,-0.8,1.4,9.7,-2.1,-3.5,2,22.9,2,27.1,1,-14.1,3,-18.6,2,-23.2,2,-4.1,2.0
홍콩,3033 HK,항셍테크,,0.2,3.1,7.5,-1.7,-11.1,3,22.7,3,18.9,2,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,+5.2% 급반등(전일 -7.2% 붕괴 되돌림). 단 1M-27.4%로 추세 훼손은 미해소,5.2,-6.9,-27.4,1.3,32.4,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.6,5.0
중국A,515000 CH,테크(科技),"+6.0%, AI연산 하드웨어 수요 재부각. 1M-19.7%로 낙폭과대 반등 성격(추정)",6.0,-0.6,-19.7,2.3,24.3,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,"+9.0%로 전 ETF 최강, 통신·AI인프라 투자 기대. 1M-18.0% 낙폭 되돌림",9.0,3.2,-18.0,-2.6,29.9,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"+0.9% 소폭 강세, 3M-26.1%로 부진 지속. 테크 순환매에서 소외",0.9,3.2,-11.1,-26.1,-12.9,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"+1.4%, 주간+3.6%로 완만한 회복. 3M-22.0%로 중기 추세는 여전히 약세",1.4,3.6,-13.1,-22.0,-18.7,12,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"+1.2%, 주간+3.6%. 1M-10.0%·3M-22.5%로 낙폭과대 구간 등락(추정)",1.2,3.6,-10.0,-22.5,-12.5,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),"-1.6% 약세, 자금이 테크로 순환하며 소외. 단 1M+10.0%로 중기는 양호",-1.6,2.6,10.0,-7.5,-17.7,11,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"-2.4%로 당일 최약, 테크 급등에 방어주 자금 이탈(1M+6.7%에서 되돌림)",-2.4,-0.9,6.7,2.9,-1.5,5,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,"+1.7%, 주간+4.2%로 회복세. 3M-17.7%로 중기 부진은 미해소",1.7,4.2,-3.0,-17.7,-6.1,6,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"-0.7% 약세, 3M-18.9%로 부진 지속. 신저2 중 제조업 포함(추정)",-0.7,2.3,-0.9,-18.9,-20.9,13,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"-0.1% 보합, CSI300 +1.3% 대비 부진. 1M-4.8%로 거래대금 모멘텀 약화",-0.1,1.8,-4.8,0.9,-8.8,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"+2.4%, 야오밍캉더 상한가 등 위탁개발 실적 서프라이즈가 섹터 견인",2.4,4.6,4.4,4.1,1.3,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"-1.6% 약세, 백주와 함께 소비 방어주 자금 이탈. 1M+6.1%에서 되돌림",-1.6,0.9,6.1,-8.5,-14.4,10,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
