시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
홍콩,2828 HK,H주(중국기업),,-0.2,2.9,5.2,-4.4,-5.2,2.0,26.2,2.0,32.1,1.0,-12.8,3.0,-17.8,2.0,-23.6,2.0,-2.0,2.0
홍콩,3033 HK,항셍테크,,1.2,2.3,4.3,-4.7,-12.7,3.0,22.7,3.0,18.9,3.0,-9.3,1.0,-27.4,3.0,-32.9,3.0,,
중국A,512480 CH,반도체,"급반등(+9.0%, 전주 -13.3% 낙폭 되돌림). 단 개별종목은 52주 신저 다발(전자기술 순강도-10) — 지수 반등과 종목 약세 괴리, 기술적 성격.",9.0,-13.3,-11.1,39.3,54.9,1.0,45.0,4.0,25.6,2.0,-2.4,4.0,-36.6,9.0,23.8,3.0,46.2,5.0
중국A,515000 CH,테크(科技),"급반등(+6.6%, 전주 -10.7%). AI·성장주 저가매수 유입. 신저 다발 지속돼 낙폭과대 되돌림 성격.",6.6,-10.7,-15.0,20.4,36.4,3.0,52.1,3.0,12.0,4.0,0.5,3.0,-34.0,8.0,-2.8,6.0,44.0,6.0
중국A,515050 CH,5G통신,"반등(+6.2%, 전주 -12.5%). ZTE(중싱통신) 등 개별은 신저 후 반등, 통신 순강도 약세(-1) 잔존.",6.2,-12.5,-23.2,12.4,42.4,2.0,99.7,1.0,24.2,3.0,16.3,1.0,-37.8,10.0,6.8,5.0,19.3,7.0
중국A,515030 CH,신에너지차,"반등(+3.0%). 다만 3개월 -22.6%로 중기 약세 지속, 톈치리튬 등 리튬 신저 — 낙폭과대 되돌림.",3.0,-4.1,-20.8,-22.6,-16.4,7.0,56.6,2.0,0.3,6.0,-29.0,9.0,-28.9,7.0,41.9,2.0,,
중국A,512660 CH,방산(军工),"반등(+2.3%, 전주 -6.8%, 3개월 -22.2%). 중기 낙폭과대 되돌림, 뚜렷한 정책 촉매는 미확인.",2.3,-6.8,-16.9,-22.2,-21.4,10.0,31.8,5.0,8.5,5.0,-10.8,5.0,-26.1,5.0,13.1,4.0,69.9,3.0
중국A,515790 CH,태양광,"반등(+2.2%). 3개월 -25.1%로 섹터 최약권, 과매도 기술 반등 성격.",2.2,-6.1,-23.1,-25.1,-16.6,8.0,27.1,6.0,-14.9,10.0,-35.2,10.0,-19.7,3.0,50.7,1.0,,
중국A,512690 CH,백주(주류),"약세(-1.6%). 성장주 반등장에 자금 이탈, 전주 +7.3% 되돌림.",-1.6,7.3,4.4,-12.4,-20.7,9.0,-13.0,10.0,-11.0,8.0,-18.6,8.0,-11.9,1.0,-3.0,7.0,302.8,1.0
중국A,512800 CH,은행,당일 ETF 시세 수집 실패(공란). 금융 순강도 +2(신고 우위)로 방어 강세 추정 — 재확인 필요.,,,,,,,,,,,,,,,,,,
중국A,512400 CH,유색금속,"당일 ETF 시세 수집 실패(공란). 비에너지 광물 순강도 -3(신저 다발, 약세).",,,,,,,,,,,,,,,,,,
중국A,512200 CH,부동산,당일 ETF 시세 수집 실패(공란). 별도 순강도 신호 미미.,,,,,,,,,,,,,,,,,,
중국A,512880 CH,증권,"소폭 하락(-0.4%). 은행 강세 대비 상대 부진, 거래대금 관망세.",-0.4,0.9,-1.5,3.5,-8.0,5.0,3.5,8.0,29.7,1.0,3.8,2.0,-26.1,5.0,-3.8,8.0,17.5,8.0
중국A,512010 CH,의약,"약세(-0.8%). 성장주 반등장에서 소외, 순강도 무신호.",-0.8,1.6,12.0,1.9,-1.3,4.0,4.7,7.0,-12.2,9.0,-14.0,6.0,-24.5,4.0,-15.7,10.0,58.4,4.0
중국A,159928 CH,소비(消费),"약세(-0.9%). 전주 +6.0% 되돌림, 성장주로 순환매 이탈.",-0.9,6.0,6.9,-9.7,-15.5,6.0,-2.9,9.0,-4.2,7.0,-18.3,7.0,-13.4,2.0,-7.5,9.0,72.7,2.0
