시장,티커,섹터,코멘트,1D,1주,1M,3M,YTD26,순위26,YTD25,순위25,YTD24,순위24,YTD23,순위23,YTD22,순위22,YTD21,순위21,YTD20,순위20
미국,XLRE US,리츠,"1D -1.3%로 하루 최약, GLPI 신저. 인플레 재점화가 리츠 밸류에이션 압박 추정",-1.3,-1.7,-0.1,0.9,11.7,5,2.6,10,5.1,9,12.4,6,-26.2,8,46.1,2,-2.2,10.0
일본,1617 JP,식품,,-0.2,3.3,2.8,11.4,20.8,6,11.8,15,8.8,14,22.3,13,6.4,10,5.6,11,-3.4,9.0
일본,1618 JP,에너지자원,,-1.0,0.7,4.2,-7.0,14.7,9,41.4,6,29.9,3,37.2,3,23.6,2,39.3,1,-29.0,17.0
일본,1619 JP,건설·자재,,0.0,0.6,-6.5,-10.5,6.9,11,42.0,3,21.6,6,32.0,9,-2.4,12,12.6,8,-6.1,11.0
일본,1620 JP,소재·화학,,0.8,5.3,0.2,1.8,23.4,5,8.6,17,3.9,16,23.1,12,-9.4,14,2.1,14,8.6,5.0
일본,1621 JP,의약품,,0.8,5.9,4.2,3.3,5.9,12,9.7,16,10.8,13,0.5,17,16.4,4,-8.4,17,4.6,6.0
일본,1622 JP,자동차·운송기기,,1.1,4.2,7.8,11.2,-1.0,16,13.5,14,16.4,11,40.5,2,-10.7,16,27.8,3,0.7,8.0
일본,1623 JP,철강·비철,,3.4,13.6,8.2,-16.3,51.7,1,68.8,1,20.6,8,35.0,4,16.1,5,20.8,7,-8.6,12.0
일본,1624 JP,기계,,-0.3,1.8,-1.7,-4.7,20.1,7,31.1,8,22.3,5,33.9,6,-9.9,15,7.5,9,17.7,3.0
일본,1625 JP,전기·정밀,,2.0,5.1,-1.4,9.5,35.5,3,27.5,9,17.9,10,33.7,7,-23.0,17,25.0,5,26.2,1.0
일본,1626 JP,정보통신·서비스,,3.6,7.0,8.5,17.8,13.6,10,13.9,13,21.0,7,17.9,15,-5.9,13,3.5,13,21.9,2.0
일본,1627 JP,전력·가스,,-2.2,-2.4,-1.3,-4.7,0.6,15,37.4,7,6.3,15,35.0,4,13.2,7,-8.3,16,-10.7,13.0
일본,1628 JP,운수·물류,,0.5,0.5,3.3,6.1,4.0,14,19.9,11,-0.0,17,19.0,14,13.1,8,4.7,12,-17.1,16.0
일본,1629 JP,상사·도매,,0.5,3.5,9.4,-4.6,19.7,8,41.5,5,20.1,9,42.0,1,21.3,3,29.2,2,1.9,7.0
일본,1630 JP,소매,,-0.8,1.0,0.5,9.3,5.5,13,16.8,12,23.4,4,16.4,16,10.2,9,-4.4,15,8.7,4.0
일본,1631 JP,은행,,-1.9,1.1,0.8,17.8,43.1,2,44.8,2,50.4,1,33.2,8,38.3,1,26.7,4,-16.3,15.0
일본,1632 JP,금융(은행외),,-1.4,0.2,1.9,13.3,28.8,4,21.4,10,49.0,2,27.2,10,13.7,6,22.6,6,-3.6,10.0
일본,1633 JP,부동산,,-2.5,-0.1,-4.8,-12.4,-6.1,17,41.6,4,13.9,12,23.6,11,4.4,11,6.8,10,-13.3,14.0
홍콩,2800 HK,항셍지수,,-0.6,-0.2,6.4,-1.1,1.7,1,27.4,1,17.9,3,-13.7,2,-15.3,1,-14.2,1,-3.7,1.0
홍콩,2828 HK,H주(중국기업),,-0.7,0.0,6.2,-3.3,-3.5,2,22.9,2,27.1,1,-14.1,3,-18.6,2,-23.2,2,-4.1,2.0
홍콩,3033 HK,항셍테크,,-1.2,-0.6,3.7,-4.7,-11.7,3,22.7,3,18.9,2,-9.3,1,-27.4,3,-32.9,3,,
중국A,512480 CH,반도체,"오전장 +0.8%·1주 +12.5%로 반등 지속, 다만 1M -15.6%로 낙폭 회복은 초입",0.8,12.5,-15.6,4.4,48.9,1,45.0,5,25.6,3,-2.4,4,-36.6,12,23.8,4,46.6,5.0
중국A,515000 CH,테크(科技),"오전장 +1.0%·1주 +7.4%, 성장주 반등 동참하나 1M -9.3%로 아직 마이너스",1.0,7.4,-9.3,0.5,33.5,3,52.1,4,12.0,5,0.5,3,-34.0,11,-2.8,8,46.1,6.0
중국A,515050 CH,5G통신,"오전장 +1.1%로 A주 상위권, 1M -11.1%·3M -10.9%의 조정 되돌림 성격",1.1,4.5,-11.1,-10.9,35.7,2,99.7,2,24.2,4,16.3,1,-37.8,13,6.8,6,20.7,8.0
중국A,515030 CH,신에너지차,"오전장 -0.1% 보합, 3M -20.2%로 부진 지속 — 반등 신호 미확인",-0.1,3.1,4.9,-20.2,-10.3,9,56.6,3,0.3,8,-29.0,12,-28.9,10,41.9,2,,
중국A,512660 CH,방산(军工),"오전장 -1.2%, 3M -22.2%로 A주 최악권. 방산 소외 지속",-1.2,3.8,-2.9,-22.2,-15.7,11,31.8,6,8.5,6,-10.8,6,-26.1,8,13.1,5,69.9,3.0
중국A,515790 CH,태양광,"오전장 +0.9%, 다만 3M -24.1%로 13개 중 최대 낙폭 — 추세 전환 근거 부족",0.9,3.3,2.5,-24.1,-9.6,8,27.1,7,-14.9,13,-35.2,13,-19.7,5,50.7,1,,
중국A,512690 CH,백주(주류),오전장 -1.1%지만 1M +12.0%로 중기 반등은 유지. 소비 회복 기대 되돌림 추정,-1.1,-0.2,12.0,-4.8,-17.9,12,-13.0,13,-11.0,11,-18.6,10,-11.9,3,-3.0,9,336.4,1.0
중국A,512800 CH,은행,"오전장 -0.4%, Finance 12MF PER 6.0(표본 9종)의 저평가 방어주 성격 유지",-0.4,-1.4,2.7,2.6,-2.8,6,10.8,8,42.6,1,-3.3,5,-4.8,1,-1.2,7,0.9,10.0
중국A,512400 CH,유색금속,오전장 -1.4%지만 1M +18.5%로 최강 — 금광주 신고가 3종 나오고 당일은 차익실현,-1.4,10.0,18.5,-9.9,3.3,5,101.1,1,4.1,7,-11.4,7,-21.6,6,33.2,3,43.2,7.0
중국A,512200 CH,부동산,"오전장 +0.2% 보합, 3M -17.5%·YTD -17.9%로 부동산 소외 지속",0.2,3.7,4.4,-17.5,-17.9,12,2.5,11,-0.5,9,-27.0,11,-10.4,2,-6.4,11,-4.3,11.0
중국A,512880 CH,증권,"오전장 0.0% 무변동, 1M +0.1%로 거래대금 모멘텀 부재 — 지수 방향 대기",0.0,-0.5,0.1,0.4,-9.2,7,3.5,10,29.7,2,3.8,2,-26.1,8,-3.8,10,17.5,9.0
중국A,512010 CH,의약,"오전장 +1.2%로 A주 최강, 1M +13.9%·3M +10.8%. Health Technology 신고2·홍콩 CXO 랠리와 연결",1.2,7.0,13.9,10.8,8.5,4,4.7,9,-12.2,12,-14.0,8,-24.5,7,-15.7,13,62.9,4.0
중국A,159928 CH,소비(消费),"오전장 -1.4%로 최약, 1M +7.8%는 유지. 유가 급등발 소비 부담 추정",-1.4,0.1,7.8,-5.4,-14.2,10,-2.9,12,-4.2,10,-18.3,9,-13.4,4,-7.5,12,77.4,2.0
