구분,NEW/OLD,티커,종목명,섹터,종가,등락률(%),시총($B),PER(TTM),PBR,60일,52주,이유,시장
신저가,OLD,BE US Equity,Bloom Energy Corporation,Electronic Technology,166.84,-11.34,47.5,,51.5,O,,"(연료전지 분산발전): 숏셀러 공급망 의혹·데이터센터 프로젝트 지연 우려로 약세, 실적 전 하락",미국
신저가,OLD,FPS US Equity,"Forgent Power Solutions, Inc.",Producer Manufacturing,32.41,-10.52,10.3,,22.1,O,,,미국
신저가,OLD,GFS US Equity,GlobalFoundries Inc.,Electronic Technology,49.02,-7.82,26.9,35.2,2.3,O,,(전일) (반도체 파운드리): 내부자 주식매도 공시·고평가 논란 속 반도체 조정 연장,미국
신저가,OLD,MTZ US Equity,"MasTec, Inc.",Industrial Services,312.44,-7.23,24.7,54.6,7.5,O,,,미국
신저가,OLD,ENTG US Equity,"Entegris, Inc.",Producer Manufacturing,118.16,-6.5,18.0,68.1,4.4,O,,(전일) (반도체 소재·CMP): 섹터 약세 속 AI칩 지출 둔화 우려로 낙폭 지속,미국
신저가,OLD,VRT US Equity,"Vertiv Holdings, LLC",Electronic Technology,269.56,-6.27,103.5,67.7,24.4,O,,,미국
신저가,OLD,NVMI US Equity,Nova Ltd.,Electronic Technology,402.32,-6.19,12.8,50.5,9.2,O,,"(전일) (반도체 계측장비): 개별 뉴스 없음, SMH -3% 섹터 약세 동반 하락(수급)",미국
신저가,OLD,SITM US Equity,SiTime Corporation,Electronic Technology,491.1,-6.04,13.0,,11.2,O,,(전일) (반도체 타이밍칩): 반도체 섹터(SMH -3%) AI칩 밸류 우려 매도세,미국
신저가,OLD,MTSI US Equity,"MACOM Technology Solutions Holdings, Inc.",Electronic Technology,249.23,-5.26,19.0,108.1,13.4,O,,,미국
신저가,OLD,PWR US Equity,"Quanta Services, Inc.",Industrial Services,588.36,-5.15,88.3,80.7,9.8,O,,,미국
신저가,OLD,Q US Equity,"Qnity Electronics, Inc.",Electronic Technology,127.89,-3.82,26.8,41.2,3.7,O,,,미국
신저가,OLD,MCHP US Equity,Microchip Technology Incorporated,Electronic Technology,75.71,-2.81,41.1,350.7,6.4,O,,,미국
신저가,OLD,HAL US Equity,Halliburton Company,Industrial Services,31.23,-2.8,26.0,16.4,2.4,O,,(전일) (유전서비스): 실적 상회에도 에너지 섹터 약세·유가 불확실성으로 하락,미국
신저가,OLD,ALB US Equity,Albemarle Corporation,Process Industries,113.16,-2.6,13.3,,1.8,O,,,미국
신저가,OLD,FER US Equity,Ferrovial N.V.,Industrial Services,61.77,-1.73,44.4,42.6,6.4,O,,,미국
신저가,OLD,GNRC US Equity,Generac Holdings Inc.,Producer Manufacturing,195.6,-0.98,11.5,61.3,4.3,O,,,미국
신저가,OLD,ECHO US Equity,EchoStar Corporation,Communications,85.93,-0.88,24.9,,4.4,O,,,미국
신저가,OLD,TSLA US Equity,"Tesla, Inc.",Consumer Durables,307.44,-0.58,1214.2,285.6,14.0,O,,,미국
신저가,OLD,SPCX US Equity,Space Exploration Technologies Corp,Communications,116.41,2.56,1544.4,,44.1,O,O,,미국
신고가,NEW,IQV US Equity,"IQVIA Holdings, Inc.",Health Technology,242.94,13.94,40.5,30.1,6.5,O,O,"(임상시험 CRO): 2Q26 매출 $43.7억(+8.7%)·조정EPS $3.15 비트, 연간 가이던스 상향으로 급등",미국
신고가,NEW,TRU US Equity,TransUnion,Commercial Services,83.8,8.49,16.2,23.2,3.4,O,,"(신용정보 데이터): 2Q26 매출 $13.1억(+15%)·EPS $1.23 컨센 상회, 유기성장 가이던스 8~9% 상향",미국
신고가,NEW,SHW US Equity,Sherwin-Williams Company (The),Process Industries,354.27,8.25,87.4,34.0,19.7,O,,"(도료·페인트 제조): 2Q26 매출 $67.9억·EPS $3.70 컨센 상회, 신규고객 확보로 가이던스 상향",미국
신고가,NEW,WDAY US Equity,"Workday, Inc.",Technology Services,159.69,8.24,39.4,49.8,5.9,O,,"(HR·재무 SaaS): AI 에이전트 모멘텀·저평가 부각, 소프트웨어 섹터 반등 동반 급등",미국
신고가,NEW,ZBRA US Equity,Zebra Technologies Corporation,Electronic Technology,284.4,7.49,13.5,34.4,4.0,O,,"(산업용 바코드·모바일컴퓨터): 소프트웨어·AI분석 수요 회복 기대, 목표가 연속 상향으로 신고가",미국
신고가,NEW,CRL US Equity,"Charles River Laboratories International, Inc.",Commercial Services,240.43,7.19,11.6,,3.9,O,O,,미국
신고가,NEW,SOLV US Equity,Solventum Corporation,Health Services,86.17,7.08,14.9,10.6,3.0,O,,,미국
신고가,NEW,ICLR US Equity,ICON plc,Commercial Services,180.24,6.79,13.8,83.0,1.5,O,,,미국
신고가,NEW,FDS US Equity,FactSet Research Systems Inc.,Commercial Services,283.87,6.76,10.1,18.7,5.0,O,,,미국
신고가,NEW,BKNG US Equity,Booking Holdings Inc. Common Stock,Consumer Services,199.31,6.7,154.4,26.2,,O,,,미국
신고가,NEW,RYAN US Equity,"Ryan Specialty Holdings, Inc.",Finance,46.01,6.53,12.1,62.5,9.3,O,,,미국
신고가,NEW,BSY US Equity,"Bentley Systems, Incorporated",Technology Services,35.84,6.32,10.9,41.0,8.9,O,,,미국
신고가,NEW,BRO US Equity,"Brown & Brown, Inc.",Finance,73.65,5.67,25.0,23.3,1.9,O,,,미국
신고가,NEW,TRI US Equity,Thomson Reuters Corp,Technology Services,103.29,5.66,45.1,30.6,3.9,O,,,미국
신고가,NEW,EFX US Equity,"Equifax, Inc.",Commercial Services,187.02,5.48,22.0,32.9,5.0,O,,,미국
신고가,NEW,STE US Equity,STERIS plc (Ireland),Health Technology,230.34,5.47,22.4,29.0,3.1,O,,,미국
신고가,NEW,BF/B US Equity,Brown Forman Inc,Consumer Non-Durables,28.9,5.47,13.4,18.9,3.3,O,,,미국
신고가,NEW,KO US Equity,Coca-Cola Company (The),Consumer Non-Durables,88.27,5.0,379.8,27.8,11.3,O,O,,미국
신고가,NEW,BF/A US Equity,Brown Forman Inc,Consumer Non-Durables,29.3,4.91,13.3,19.2,3.3,O,,,미국
신고가,NEW,TOST US Equity,"Toast, Inc.",Technology Services,32.34,4.86,18.8,49.5,9.4,O,,,미국
신고가,NEW,MRSH US Equity,Marsh,Finance,192.19,4.84,91.7,23.5,6.0,O,,,미국
신고가,NEW,AJG US Equity,Arthur J. Gallagher & Co.,Finance,265.31,4.72,68.2,42.8,2.9,O,,,미국
신고가,NEW,BDX US Equity,"Becton, Dickinson and Company",Health Technology,166.34,4.67,45.8,42.2,1.9,O,,,미국
신고가,NEW,MCK US Equity,McKesson Corporation,Distribution Services,889.5,4.64,104.1,23.1,,O,,,미국
신고가,NEW,OMC US Equity,Omnicom Group Inc.,Commercial Services,86.22,4.62,24.6,215.7,2.9,O,O,,미국
신고가,NEW,GRMN US Equity,Garmin Ltd.,Electronic Technology,253.65,4.61,48.9,28.3,5.3,O,,,미국
신고가,NEW,VLTO US Equity,Veralto Corp,Producer Manufacturing,98.47,4.44,24.2,25.4,8.0,O,,,미국
신고가,NEW,BAX US Equity,Baxter International Inc.,Health Technology,24.37,4.41,12.6,,2.1,O,,,미국
신고가,NEW,FICO US Equity,Fair Isaac Corporation,Commercial Services,1336.22,4.35,31.0,42.3,,O,,,미국
신고가,NEW,SN US Equity,"SharkNinja, Inc.",Consumer Durables,159.84,4.34,22.6,32.2,8.2,O,O,,미국
신고가,NEW,LTH US Equity,"Life Time Group Holdings, Inc.",Consumer Services,45.63,4.27,10.2,26.8,3.2,O,O,,미국
신고가,NEW,ABNB US Equity,"Airbnb, Inc.",Technology Services,153.11,4.26,92.3,37.7,11.9,O,O,,미국
신고가,NEW,KHC US Equity,The Kraft Heinz Company,Consumer Non-Durables,27.3,4.12,32.4,,0.8,O,,,미국
신고가,NEW,PYPL US Equity,"PayPal Holdings, Inc.",Commercial Services,58.32,4.01,51.4,10.9,2.6,O,,,미국
신고가,NEW,XYL US Equity,Xylem Inc.,Producer Manufacturing,124.97,4.0,29.7,31.0,2.7,O,,,미국
신고가,NEW,ZBH US Equity,"Zimmer Biomet Holdings, Inc.",Health Technology,95.75,4.0,18.5,24.9,1.5,O,,,미국
신고가,NEW,FNF US Equity,"Fidelity National Financial, Inc.",Finance,54.1,4.0,14.6,19.2,2.0,O,,,미국
신고가,NEW,J US Equity,Jacobs Solutions Inc.,Technology Services,140.61,3.98,16.6,43.3,5.0,O,,,미국
신고가,NEW,MTD US Equity,"Mettler-Toledo International, Inc.",Health Technology,1388.38,3.9,28.1,32.6,,O,,,미국
신고가,NEW,NTNX US Equity,"Nutanix, Inc.",Technology Services,59.05,3.87,16.0,61.9,,O,,,미국
신고가,NEW,AON US Equity,Aon plc,Finance,381.26,3.84,81.4,20.9,8.3,O,O,,미국
신고가,NEW,BIP US Equity,Brookfield Infrastructure Partners LP Limited Partnership,Utilities,41.93,3.76,19.3,57.2,4.2,O,O,,미국
신고가,NEW,AVY US Equity,Avery Dennison Corporation,Process Industries,169.13,3.74,12.9,19.0,5.6,O,,,미국
신고가,NEW,RPM US Equity,RPM International Inc.,Process Industries,111.77,3.71,14.3,21.6,4.3,O,,,미국
신고가,NEW,NBIX US Equity,"Neurocrine Biosciences, Inc.",Health Technology,182.83,3.64,18.4,28.1,5.4,O,O,,미국
신고가,NEW,ADP US Equity,"Automatic Data Processing, Inc.",Technology Services,264.17,3.6,105.6,24.6,16.7,O,,,미국
신고가,NEW,BR US Equity,"Broadridge Financial Solutions, Inc.",Technology Services,158.18,3.53,18.3,16.9,6.5,O,,,미국
신고가,NEW,VEEV US Equity,Veeva Systems Inc.,Technology Services,201.2,3.47,32.7,35.8,4.5,O,,,미국
신고가,NEW,BURL US Equity,"Burlington Stores, Inc.",Retail Trade,370.01,3.35,23.3,38.0,12.7,O,O,,미국
신고가,NEW,LPLA US Equity,LPL Financial Holdings Inc.,Finance,342.4,3.22,27.4,30.6,4.8,O,,,미국
신고가,NEW,MDT US Equity,Medtronic plc.,Health Technology,86.88,3.16,111.2,23.3,2.2,O,,,미국
신고가,NEW,BRK/B US Equity,Berkshire Hathaway Inc. New,Finance,512.37,3.06,994.6,15.3,1.5,O,,,미국
신고가,NEW,TMO US Equity,Thermo Fisher Scientific Inc,Health Technology,576.41,3.02,214.2,31.0,,O,,,미국
신고가,NEW,CLX US Equity,Clorox Company (The),Consumer Non-Durables,100.32,2.99,12.1,16.3,,O,,,미국
신고가,NEW,JLL US Equity,Jones Lang LaSalle Incorporated,Finance,343.08,2.98,15.9,18.4,2.2,O,,,미국
신고가,NEW,BRK/A US Equity,Berkshire Hathaway Inc.,Finance,768010.01,2.97,993.8,15.2,1.5,O,,,미국
신고가,NEW,WTRG US Equity,"Essential Utilities, Inc.",Utilities,40.71,2.96,11.5,20.7,1.7,O,,,미국
신고가,NEW,PAYX US Equity,"Paychex, Inc.",Technology Services,118.87,2.94,42.3,24.3,11.3,O,,,미국
신고가,NEW,SNA US Equity,Snap-On Incorporated,Consumer Durables,419.31,2.92,21.7,21.4,3.6,O,O,,미국
신고가,NEW,JKHY US Equity,"Jack Henry & Associates, Inc.",Technology Services,157.43,2.91,11.2,22.0,5.3,O,,,미국
신고가,NEW,GIB US Equity,CGI Inc.,Technology Services,71.4,2.78,14.9,13.0,2.1,O,,,미국
신고가,NEW,MGA US Equity,"Magna International, Inc.",Producer Manufacturing,69.02,2.77,18.8,29.2,1.6,O,,,미국
신고가,NEW,TGT US Equity,Target Corporation,Retail Trade,144.2,2.75,65.5,19.0,4.0,O,O,,미국
신고가,NEW,SHOP US Equity,Shopify Inc.,Commercial Services,130.28,2.68,169.1,127.8,13.5,O,,,미국
신고가,NEW,MO US Equity,"Altria Group, Inc.",Consumer Non-Durables,74.82,2.65,124.9,15.6,,O,O,,미국
신고가,NEW,EXR US Equity,Extra Space Storage Inc,Finance,152.21,2.64,32.2,34.6,2.4,O,,,미국
신고가,NEW,AWK US Equity,"American Water Works Company, Inc.",Utilities,138.04,2.59,27.0,24.4,2.4,O,,,미국
신고가,NEW,CCEP US Equity,Coca-Cola Europacific Partners plc,Consumer Non-Durables,111.45,2.53,49.4,23.1,5.4,O,O,,미국
신고가,NEW,ACGL US Equity,Arch Capital Group Ltd.,Finance,106.48,2.5,37.2,8.2,1.6,O,O,,미국
신고가,NEW,DE US Equity,Deere & Company,Producer Manufacturing,639.84,2.37,172.7,36.3,6.3,O,,,미국
신고가,NEW,HIG US Equity,"The Hartford Insurance Group, Inc.",Finance,143.42,2.34,38.8,9.3,2.0,O,,,미국
신고가,NEW,CCK US Equity,"Crown Holdings, Inc.",Process Industries,121.2,2.32,13.5,17.4,4.6,O,O,,미국
신고가,NEW,PM US Equity,Philip Morris International Inc,Consumer Non-Durables,200.17,2.31,312.0,28.8,,O,O,,미국
신고가,NEW,GGG US Equity,Graco Inc.,Producer Manufacturing,82.26,2.26,13.3,25.8,5.3,O,,,미국
신고가,NEW,CBRE US Equity,CBRE Group Inc,Finance,147.05,2.2,43.1,33.5,5.1,O,,,미국
신고가,NEW,PRI US Equity,"Primerica, Inc.",Finance,321.64,2.2,10.0,13.5,4.0,O,O,,미국
신고가,NEW,IR US Equity,Ingersoll Rand Inc.,Producer Manufacturing,86.5,2.17,33.9,58.3,3.3,O,,,미국
신고가,NEW,NDAQ US Equity,"Nasdaq, Inc.",Finance,95.96,2.15,53.6,28.0,4.5,O,,,미국
신고가,NEW,RPRX US Equity,Royalty Pharma plc,Health Technology,59.97,2.11,34.5,31.4,3.9,O,O,,미국
신고가,NEW,TROW US Equity,"T. Rowe Price Group, Inc.",Finance,121.68,2.07,26.1,13.0,2.4,O,O,,미국
신고가,NEW,DPZ US Equity,Domino's Pizza Inc,Consumer Services,350.47,2.02,11.6,19.9,,O,,,미국
신고가,NEW,HST US Equity,"Host Hotels & Resorts, Inc.",Finance,25.47,2.0,17.4,17.4,2.6,O,O,,미국
신고가,NEW,PSA US Equity,Public Storage,Finance,330.47,1.99,61.6,34.1,11.9,O,O,,미국
신고가,NEW,SFD US Equity,"Smithfield Foods, Inc.",Consumer Non-Durables,27.1,1.96,10.7,10.6,1.6,O,,,미국
신고가,NEW,ALLE US Equity,Allegion plc,Consumer Durables,161.23,1.95,13.7,21.2,6.5,O,,,미국
신고가,NEW,A US Equity,"Agilent Technologies, Inc.",Health Technology,140.54,1.92,39.7,28.2,5.6,O,,,미국
신고가,NEW,EHC US Equity,Encompass Health Corporation,Health Services,116.03,1.89,11.5,19.4,4.6,O,,,미국
신고가,NEW,FTV US Equity,Fortive Corporation,Electronic Technology,64.09,1.86,19.5,38.4,3.2,O,O,,미국
신고가,NEW,VZ US Equity,Verizon Communications Inc.,Communications,48.19,1.84,201.2,12.5,1.9,O,,,미국
신고가,NEW,CRBG US Equity,Corebridge Financial Inc.,Finance,32.31,1.83,14.4,54.3,1.4,O,,,미국
신고가,NEW,DGX US Equity,Quest Diagnostics Incorporated,Health Services,235.94,1.77,26.0,25.0,3.5,O,O,,미국
신고가,NEW,SCHW US Equity,Charles Schwab Corporation (The),Finance,105.97,1.72,184.3,19.3,,O,,,미국
신고가,NEW,SEIC US Equity,SEI Investments Company,Finance,103.14,1.6,12.4,18.2,5.0,O,O,,미국
신고가,NEW,CTVA US Equity,"Corteva, Inc.",Process Industries,88.95,1.56,59.5,52.2,2.4,O,O,,미국
신고가,NEW,EIX US Equity,Edison International,Utilities,79.79,1.46,30.7,8.7,1.8,O,O,,미국
신고가,NEW,DOC US Equity,"Healthpeak Properties, Inc.",Finance,22.82,1.33,16.1,71.6,2.0,O,O,,미국
신고가,NEW,DVA US Equity,DaVita Inc.,Health Services,239.46,1.33,15.4,23.0,,O,O,,미국
신고가,NEW,SYY US Equity,Sysco Corporation,Distribution Services,85.2,1.32,40.7,23.6,17.7,O,,,미국
신고가,NEW,DHR US Equity,Danaher Corporation,Health Technology,199.05,1.3,139.9,35.3,2.7,O,,,미국
신고가,NEW,CHD US Equity,"Church & Dwight Company, Inc.",Consumer Non-Durables,99.93,1.25,23.7,33.0,5.7,O,,,미국
신고가,NEW,V US Equity,Visa Inc.,Finance,366.59,1.12,690.7,32.2,19.7,O,O,,미국
신고가,NEW,PFGC US Equity,Performance Food Group Company,Transportation,115.53,1.08,18.1,55.1,3.8,O,O,,미국
신고가,NEW,PCG US Equity,Pacific Gas & Electric Co.,Utilities,17.78,1.02,39.2,13.0,1.2,O,,,미국
신고가,NEW,FAST US Equity,Fastenal Company,Distribution Services,48.1,0.97,55.2,40.9,13.6,O,,,미국
신고가,NEW,ES US Equity,Eversource Energy (D/B/A),Utilities,75.39,0.94,28.4,16.1,1.7,O,O,,미국
신고가,NEW,L US Equity,Loews Corporation,Finance,119.4,0.73,24.6,15.2,1.3,O,O,,미국
신고가,NEW,AFG US Equity,"American Financial Group, Inc.",Finance,144.87,0.69,12.0,13.7,2.6,O,,,미국
신고가,NEW,FE US Equity,FirstEnergy Corp.,Utilities,49.65,0.67,28.7,27.0,2.3,O,,,미국
신고가,NEW,TECH US Equity,Bio-Techne Corp,Health Technology,72.07,0.63,11.3,103.5,5.4,O,O,,미국
신고가,NEW,MAS US Equity,Masco Corporation,Producer Manufacturing,81.61,0.55,16.5,20.3,,O,O,,미국
신고가,NEW,HON US Equity,Honeywell International Inc.,Electronic Technology,247.05,0.53,78.3,9.1,4.2,O,,,미국
신고가,NEW,OHI US Equity,"Omega Healthcare Investors, Inc.",Finance,51.64,0.47,15.4,25.0,3.0,O,O,,미국
신고가,NEW,AHR US Equity,"American Healthcare REIT, Inc.",Finance,57.72,0.47,12.0,100.0,3.1,O,O,,미국
신고가,NEW,DUK US Equity,Duke Energy Corporation (Holding Company),Utilities,129.24,0.32,100.8,19.8,1.9,O,,,미국
신고가,NEW,JNJ US Equity,Johnson & Johnson,Health Technology,266.73,0.29,642.8,30.9,7.6,O,O,,미국
신고가,NEW,LMT US Equity,Lockheed Martin Corporation,Electronic Technology,581.31,0.23,134.2,21.4,15.2,O,,,미국
신고가,NEW,RBA US Equity,"RB Global, Inc.",Technology Services,116.59,0.21,21.7,54.4,3.9,O,,,미국
신고가,NEW,CNP US Equity,"CenterPoint Energy, Inc (Holding Co)",Utilities,44.1,0.2,28.8,27.0,2.5,O,O,,미국
신고가,NEW,FTS US Equity,Fortis Inc.,Utilities,58.34,0.05,29.7,23.9,1.8,O,O,,미국
신고가,NEW,OGE US Equity,OGE Energy Corp,Utilities,49.3,0.04,10.2,21.9,2.1,O,O,,미국
신고가,NEW,SWK US Equity,"Stanley Black & Decker, Inc.",Consumer Durables,94.19,0.02,14.6,38.6,1.6,O,O,,미국
신고가,NEW,W US Equity,Wayfair Inc.,Retail Trade,94.54,0.01,12.5,,,O,,,미국
신고가,NEW,EA US Equity,Electronic Arts Inc.,Technology Services,208.87,-0.1,52.4,59.7,7.7,O,O,,미국
신고가,NEW,CTRE US Equity,"CareTrust REIT, Inc.",Finance,42.73,-0.54,10.1,27.4,2.3,O,O,,미국
신고가,NEW,DINO US Equity,HF Sinclair Corporation,Energy Minerals,89.3,-1.63,16.1,13.4,1.7,O,O,,미국
신고가,NEW,WELL US Equity,Welltower Inc.,Finance,243.57,-1.92,171.9,,3.8,O,O,,미국
신고가,OLD,INCY US Equity,Incyte Corporation,Health Technology,129.93,9.3,26.0,18.4,4.6,O,O,"(종양·혈액 바이오): 2Q26 매출 $16.7억(+38%)·옵젤루라 일회성 반영, 연간 가이던스 대폭 상향",미국
신고가,OLD,THC US Equity,Tenet Healthcare Corporation,Health Services,262.63,7.92,22.6,10.1,,O,O,"(병원 운영체인): 2Q26 조정EPS $6.12 대형 서프라이즈, EBITDA 가이던스 상향·자사주 $20억 확대",미국
신고가,OLD,GDDY US Equity,GoDaddy Inc.,Technology Services,102.92,6.75,13.6,16.3,57.5,O,,,미국
신고가,OLD,EXPE US Equity,"Expedia Group, Inc.",Consumer Services,295.79,6.26,35.5,26.1,61.6,O,,(전일) (온라인여행플랫폼): 얼리전트항공과 독점 OTA 파트너십(566개 노선) 체결로 급등,미국
신고가,OLD,AMGN US Equity,Amgen Inc.,Health Technology,393.1,4.48,212.2,27.3,23.1,O,O,"(대형 바이오파마): 타브네오스 FDA 이슈 추가데이터로 리스크 해소, 목표가 상향에 52주 신고가",미국
신고가,OLD,WTW US Equity,Willis Towers Watson Public Limited Company,Finance,316.16,4.47,29.9,18.5,3.7,O,,,미국
신고가,OLD,LH US Equity,Labcorp Holdings Inc.,Health Services,314.23,4.34,25.8,27.8,3.0,O,O,,미국
신고가,OLD,ALL US Equity,Allstate Corporation (The),Finance,272.42,4.27,70.1,6.0,2.4,O,O,,미국
신고가,OLD,ROP US Equity,"Roper Technologies, Inc.",Technology Services,390.92,4.24,39.5,16.2,2.1,O,,,미국
신고가,OLD,GPN US Equity,Global Payments Inc.,Finance,87.46,4.04,23.9,23.3,1.0,O,,(전일) (결제솔루션): 모건스탠리 업그레이드 이후 연속 강세 지속,미국
신고가,OLD,IP US Equity,International Paper Company,Process Industries,44.09,3.96,23.3,,1.6,O,,"(전일) (포장지·컨테이너보드): RBC·Truist 목표가 상향, 북미 공급 타이트·가격 반등 기대",미국
신고가,OLD,SSNC US Equity,"SS&C Technologies Holdings, Inc.",Technology Services,77.9,3.81,18.8,22.4,,O,,"(전일) (금융소프트웨어): 2Q 조정EPS $1.76 사상최대, 유기성장 7.6%·가이던스 상향",미국
신고가,OLD,GM US Equity,General Motors Company,Consumer Durables,90.3,3.75,79.2,45.5,1.3,O,O,"(전일) (완성차): 2Q EPS $3.57 예상 상회·연간 가이던스 상향, EV 손실 축소",미국
신고가,OLD,ITW US Equity,Illinois Tool Works Inc.,Producer Manufacturing,295.16,3.63,84.9,27.4,26.3,O,,,미국
신고가,OLD,PCAR US Equity,PACCAR Inc.,Producer Manufacturing,138.21,3.57,72.7,29.4,3.7,O,O,"(전일) (대형트럭 제조·켄워스·피터빌트): 6월 Class8 트럭 수주 전년비 +230% 급증, 수요 회복 기대",미국
신고가,OLD,BALL US Equity,Ball Corporation,Process Industries,66.89,3.43,17.8,19.4,3.2,O,,,미국
신고가,OLD,AMCR US Equity,Amcor plc,Process Industries,46.69,3.21,21.6,32.2,1.9,O,,,미국
신고가,OLD,ROST US Equity,"Ross Stores, Inc.",Retail Trade,251.03,3.16,80.5,35.0,12.8,O,O,,미국
신고가,OLD,ORI US Equity,Old Republic International Corporation,Finance,44.41,3.11,10.8,9.7,,O,,,미국
